Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Nick Allen,23,1331,Maj-AL,Oakland,100,326,299,31,62,13,0,4,19,19,0,64,1,6,1,5,3,2,0.207,0.256,0.291,0.547,669397,0.207
Abraham Almonte,33,1331,Maj-AL,Boston,15,37,35,7,9,2,0,1,2,1,0,12,1,0,0,1,1,0,0.257,0.297,0.4,0.697,501659,0.257
Albert Almora,28,1360,Maj-NL,Cincinnati,64,235,215,26,48,10,1,5,29,17,0,46,1,1,1,9,3,2,0.223,0.282,0.349,0.631,546991,0.223
Pete Alonso,27,1327,Maj-NL,New York,163,697,607,97,165,27,0,41,132,69,16,132,12,0,9,17,5,1,0.272,0.353,0.519,0.872,624413,0.272
Jose Altuve,32,1300,Maj-AL,Houston,154,666,585,111,169,42,0,28,57,70,2,101,10,0,1,17,19,2,0.289,0.374,0.504,0.878,514888,0.289
Jos\xc3\xa9 Alvarado,27,1441,Maj-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621237,0.0
Eddy Alvarez,32,1429,Maj-NL,Los Angeles,14,27,25,1,4,0,0,0,3,0,0,9,0,1,1,1,1,0,0.16,0.154,0.16,0.314,657193,0.16
Francisco Alvarez,20,1329,Maj-NL,New York,6,15,13,3,2,1,0,1,1,2,0,5,0,0,0,1,0,0,0.154,0.267,0.462,0.728,682626,0.154
Yordan Alvarez,25,1300,Maj-AL,Houston,148,622,522,104,154,32,2,40,111,84,11,122,9,0,7,12,1,1,0.295,0.397,0.594,0.991,670541,0.295
Brian Anderson,29,1332,Maj-NL,Miami,98,383,338,43,75,16,1,8,28,37,2,101,7,0,1,7,1,0,0.222,0.311,0.346,0.657,605119,0.222
Tim Anderson,29,1391,Maj-AL,Chicago,79,351,332,50,100,13,0,6,25,14,1,55,5,0,0,10,13,0,0.301,0.339,0.395,0.734,641313,0.301
Tyler Anderson,32,1392,Maj-NL,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542881,0.0
Elvis Andrus,33,1331,Maj-AL,"Chicago,Oakland",149,577,535,66,133,32,0,17,58,39,0,92,3,0,0,11,18,4,0.249,0.303,0.404,0.707,462101,0.249
Miguel Andujar,27,1331,"Maj-AL,Maj-NL","New York,Pittsburgh",36,140,132,13,31,5,1,1,17,5,0,27,0,0,3,1,4,1,0.235,0.257,0.311,0.568,609280,0.235
Aristides Aquino,28,1333,Maj-NL,Cincinnati,80,276,259,24,51,13,0,10,30,17,0,101,0,0,0,1,2,3,0.197,0.246,0.363,0.609,606157,0.197
Jonathan Aranda,24,1331,Maj-AL,Tampa Bay,31,87,78,10,15,4,0,2,6,8,1,23,1,0,0,1,0,0,0.192,0.276,0.321,0.596,666018,0.192
Jonathan Ara\xc3\xbaz,23,1403,Maj-AL,"Baltimore,Boston",15,41,38,3,5,0,0,1,5,1,0,12,0,1,1,0,0,0,0.132,0.15,0.211,0.361,660620,0.132
Orlando Arcia,27,1321,Maj-NL,Atlanta,71,246,219,26,54,9,0,10,31,23,0,53,2,0,2,7,0,0,0.247,0.321,0.425,0.746,606115,0.247
Nolan Arenado,31,1328,Maj-NL,St. Louis,150,628,565,74,164,42,1,30,103,52,3,74,7,0,4,15,5,3,0.29,0.355,0.527,0.883,571448,0.29
Gabriel Arias,22,1318,Maj-AL,Cleveland,19,68,58,10,12,2,1,1,5,8,0,21,1,1,0,2,1,0,0.207,0.313,0.328,0.641,672356,0.207
Randy Arozarena,27,1328,Maj-AL,Tampa Bay,155,655,595,72,155,41,3,20,89,47,2,161,11,0,2,17,32,12,0.261,0.325,0.44,0.766,668227,0.261
Luis Arraez,25,1331,Maj-AL,Minnesota,144,603,547,88,173,31,1,8,49,50,2,43,3,0,3,6,4,4,0.316,0.375,0.42,0.795,650333,0.316
Christian Arroyo,27,1331,Maj-AL,Boston,87,300,280,32,80,16,1,6,36,13,2,49,3,2,2,7,5,1,0.286,0.322,0.414,0.736,624414,0.286
Willians Astudillo,30,1401,Maj-NL,Miami,21,55,54,5,13,0,0,1,4,1,0,3,0,0,0,2,1,0,0.241,0.255,0.296,0.551,553902,0.241
Jos\xc3\xa9 Az\xc3\xb3car,26,1331,Maj-NL,San Diego,98,216,202,24,52,9,3,0,10,12,0,44,0,1,1,6,5,6,0.257,0.298,0.332,0.629,640492,0.257
Akil Baddoo,23,1331,Maj-AL,Detroit,73,225,201,30,41,3,2,2,9,24,0,64,0,0,0,2,9,6,0.204,0.289,0.269,0.558,668731,0.204
Harrison Bader,28,1313,"Maj-AL,Maj-NL","New York,St. Louis",95,348,322,46,83,10,3,10,36,19,0,68,5,0,2,4,17,4,0.258,0.307,0.401,0.708,664056,0.258
Jihwan Bae,22,1331,Maj-NL,Pittsburgh,10,37,33,5,11,3,0,0,6,2,0,6,2,0,0,0,3,0,0.333,0.405,0.424,0.83,678225,0.333
Javier B\xc3\xa1ez,29,1331,Maj-AL,Detroit,144,590,555,64,132,27,4,17,67,26,1,147,6,0,3,13,9,2,0.238,0.278,0.393,0.671,595879,0.238
Rylan Bannon,26,1343,"Maj-AL,Maj-NL","Atlanta,Baltimore",5,15,14,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0.143,0.2,0.143,0.343,676625,0.143
Austin Barnes,32,1322,Maj-NL,Los Angeles,64,215,182,31,40,7,0,8,26,27,0,37,3,2,1,5,2,1,0.22,0.329,0.39,0.719,605131,0.22
Tucker Barnhart,31,1332,Maj-AL,Detroit,94,308,281,16,62,10,0,1,16,25,0,74,1,1,0,7,0,0,0.221,0.287,0.267,0.554,571466,0.221
Luis Barrera,26,1439,Maj-AL,Oakland,32,85,77,3,18,5,0,1,7,6,0,17,1,0,1,2,3,0,0.234,0.294,0.338,0.632,642456,0.234
Tres Barrera,27,1332,Maj-NL,Washington,19,53,50,2,9,1,0,0,4,2,0,16,0,1,0,1,0,0,0.18,0.212,0.2,0.412,668663,0.18
Jose Barrero,24,1331,Maj-NL,Cincinnati,48,174,165,13,25,3,0,2,10,9,0,76,0,0,0,4,4,1,0.152,0.195,0.206,0.401,676480,0.152
Joey Bart,25,1331,Maj-NL,San Francisco,97,291,261,34,56,6,0,11,25,26,0,112,4,0,0,5,2,1,0.215,0.296,0.364,0.66,663698,0.215
Anthony Bass,34,1471,Maj-NL,Miami,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,542914,
Matthew Batten,27,1385,Maj-NL,San Diego,15,22,19,0,2,1,0,0,1,2,0,6,1,0,0,0,0,0,0.105,0.227,0.158,0.385,676946,0.105
Brett Baty,22,1369,Maj-NL,New York,11,42,38,4,7,0,0,2,5,2,0,8,1,0,0,0,0,0,0.184,0.244,0.342,0.586,683146,0.184
Matt Beaty,29,1361,Maj-NL,San Diego,19,47,43,6,4,1,1,0,1,2,0,8,2,0,0,3,0,0,0.093,0.17,0.163,0.333,607461,0.093
Tim Beckham,32,1373,Maj-AL,Minnesota,12,25,25,1,2,0,0,0,1,0,0,9,0,0,0,2,0,0,0.08,0.08,0.08,0.16,542921,0.08
Seth Beer,25,1381,Maj-NL,Arizona,38,126,111,4,21,3,0,1,9,11,1,31,3,0,1,3,0,0,0.189,0.278,0.243,0.521,666179,0.189
Josh Bell,29,1313,Maj-NL,"San Diego,Washington",166,684,588,82,156,30,3,19,76,82,4,114,5,0,6,23,0,1,0.265,0.357,0.423,0.78,605137,0.265
Cody Bellinger,26,1321,Maj-NL,Los Angeles,147,557,511,70,107,27,3,19,68,38,0,154,2,0,6,7,14,3,0.209,0.264,0.386,0.649,641355,0.209
Brandon Belt,34,1377,Maj-NL,San Francisco,78,298,254,25,54,9,1,8,23,37,2,81,6,0,1,9,1,0,0.213,0.326,0.35,0.676,474832,0.213
Anthony Bemboom,32,1469,Maj-AL,Baltimore,22,59,52,4,6,2,0,1,1,6,0,17,0,1,0,1,0,0,0.115,0.207,0.212,0.418,621532,0.115
Andrew Benintendi,27,1364,Maj-AL,"Kansas City,New York",126,521,461,54,140,23,3,5,51,52,0,77,2,1,5,7,8,3,0.304,0.373,0.399,0.772,643217,0.304
Will Benson,24,1325,Maj-AL,Cleveland,29,62,56,8,10,1,0,0,3,3,0,19,2,1,0,1,0,0,0.179,0.246,0.196,0.442,666181,0.179
Wynton Bernard,31,1369,Maj-NL,Colorado,12,42,42,9,12,1,0,0,3,0,0,8,0,0,0,1,3,1,0.286,0.286,0.31,0.595,592144,0.286
Jon Berti,32,1331,Maj-NL,Miami,102,404,358,47,86,17,3,4,28,42,0,89,3,0,1,6,41,5,0.24,0.324,0.338,0.662,542932,0.24
Christian Bethancourt,30,1328,Maj-AL,"Oakland,Tampa Bay",102,338,323,39,80,17,0,11,34,12,0,83,2,1,0,6,5,1,0.248,0.279,0.402,0.681,542194,0.248
Mookie Betts,29,1321,Maj-NL,Los Angeles,146,657,586,119,156,41,3,35,83,58,0,108,8,0,5,8,12,3,0.266,0.338,0.526,0.863,605141,0.266
Bo Bichette,24,1328,Maj-AL,Toronto,161,706,660,92,191,44,1,24,93,42,0,156,2,0,2,21,14,8,0.289,0.333,0.468,0.801,666182,0.289
Cavan Biggio,27,1331,Maj-AL,Toronto,96,303,257,43,52,18,1,6,24,38,0,85,6,1,1,2,2,0,0.202,0.318,0.35,0.668,624415,0.202
Charlie Blackmon,35,1339,Maj-NL,Colorado,135,577,530,60,140,22,6,16,78,32,4,109,8,4,3,10,4,1,0.264,0.314,0.419,0.733,453568,0.264
Dairon Blanco,29,1461,Maj-AL,Kansas City,5,7,7,1,2,0,0,0,2,0,0,4,0,0,0,0,1,0,0.286,0.286,0.286,0.571,680118,0.286
Travis Blankenhorn,25,1406,Maj-NL,New York,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663905,0.0
JJ Bleday,24,1331,Maj-NL,Miami,65,238,204,21,34,10,2,5,16,30,0,67,2,0,2,5,4,1,0.167,0.277,0.309,0.586,668709,0.167
Xander Bogaerts,29,1331,Maj-AL,Boston,150,631,557,84,171,38,0,15,73,57,2,118,10,0,7,14,8,2,0.307,0.377,0.456,0.833,593428,0.307
Alec Bohm,25,1300,Maj-NL,Philadelphia,169,696,644,85,177,29,3,14,80,35,2,126,6,0,11,19,2,4,0.275,0.313,0.394,0.708,664761,0.275
Skye Bolt,28,1372,Maj-AL,Oakland,42,116,106,10,21,2,0,4,13,7,0,30,2,0,1,1,5,0,0.198,0.259,0.33,0.589,621450,0.198
David Bote,29,1331,Maj-NL,Chicago,41,127,116,15,30,8,0,4,12,6,0,45,4,0,1,3,1,0,0.259,0.315,0.431,0.746,623520,0.259
Sean Bouchard,26,1331,Maj-NL,Colorado,27,97,74,9,22,6,0,3,11,21,0,25,1,0,1,1,0,0,0.297,0.454,0.5,0.954,656248,0.297
Bobby Bradley,26,1492,Maj-AL,Cleveland,8,17,17,1,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0.118,0.118,0.118,0.235,656252,0.118
Jackie Bradley Jr.,32,1328,Maj-AL,"Boston,Toronto",132,371,345,30,70,23,1,4,38,24,0,78,0,2,0,5,2,3,0.203,0.255,0.31,0.565,598265,0.203
Michael Brantley,35,1432,Maj-AL,Houston,64,277,243,28,70,14,1,5,26,31,2,30,1,1,1,1,1,1,0.288,0.37,0.416,0.785,488726,0.288
Rob Brantly,32,1467,Maj-AL,New York,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,542963,0.333
Alex Bregman,28,1300,Maj-AL,Houston,168,714,599,100,157,43,0,26,104,93,1,83,12,0,10,20,2,2,0.262,0.367,0.464,0.831,608324,0.262
Will Brennan,24,1320,Maj-AL,Cleveland,16,56,53,6,17,1,1,1,9,2,1,10,1,0,0,1,2,1,0.321,0.357,0.434,0.791,686823,0.321
Jonah Bride,26,1332,Maj-AL,Oakland,58,187,162,17,33,4,0,1,6,19,0,32,4,1,1,4,1,0,0.204,0.301,0.247,0.548,681146,0.204
Lewis Brinson,28,1346,Maj-NL,San Francisco,16,39,36,5,6,2,0,3,4,2,0,14,0,1,0,0,1,0,0.167,0.211,0.472,0.683,621446,0.167
Mike Brosseau,28,1332,Maj-NL,Milwaukee,68,160,141,15,36,5,0,6,23,14,0,48,5,0,0,0,2,0,0.255,0.344,0.418,0.762,670712,0.255
Seth Brown,29,1331,Maj-AL,Oakland,150,555,500,55,115,26,3,25,73,51,3,146,3,0,1,7,11,2,0.23,0.305,0.444,0.749,664913,0.23
Vidal Bruj\xc3\xa1n,24,1328,Maj-AL,Tampa Bay,53,164,149,13,25,5,0,3,16,12,0,37,1,0,2,2,6,5,0.168,0.232,0.262,0.493,660644,0.168
Kris Bryant,30,1397,Maj-NL,Colorado,42,181,160,28,49,12,0,5,14,17,0,27,2,0,2,7,0,0,0.306,0.376,0.475,0.851,592178,0.306
Peyton Burdick,25,1331,Maj-NL,Miami,32,102,92,8,19,4,0,4,11,8,0,35,2,0,0,1,1,0,0.207,0.284,0.38,0.665,680814,0.207
Jake Burger,26,1423,Maj-AL,Chicago,51,183,168,20,42,9,1,8,26,10,1,56,3,1,1,7,0,0,0.25,0.302,0.458,0.761,669394,0.25
Alec Burleson,23,1331,Maj-NL,St. Louis,16,53,48,4,9,1,0,1,3,5,0,9,0,0,0,1,1,0,0.188,0.264,0.271,0.535,676475,0.188
Byron Buxton,28,1375,Maj-AL,Minnesota,92,382,340,61,76,13,3,28,51,34,0,116,7,0,1,0,6,0,0.224,0.306,0.526,0.833,621439,0.224
Miguel Cabrera,39,1332,Maj-AL,Detroit,112,433,397,25,101,10,0,5,43,28,3,101,3,0,5,11,1,0,0.254,0.305,0.317,0.622,408234,0.254
Oswaldo Cabrera,23,1313,Maj-AL,New York,52,200,182,23,40,9,1,7,21,16,0,56,0,1,1,1,3,2,0.22,0.281,0.396,0.677,665828,0.22
Lorenzo Cain,36,1442,Maj-NL,Milwaukee,43,156,145,17,26,5,0,1,9,8,0,36,2,0,1,4,2,2,0.179,0.231,0.234,0.465,456715,0.179
Kole Calhoun,34,1332,Maj-AL,Texas,125,424,388,36,76,14,1,12,49,27,0,136,6,0,3,6,3,2,0.196,0.257,0.33,0.587,594777,0.196
Willie Calhoun,27,1350,"Maj-AL,Maj-NL","San Francisco,Texas",22,62,52,7,7,3,0,1,3,9,0,8,1,0,0,2,0,0,0.135,0.274,0.25,0.524,641432,0.135
Alex Call,27,1331,"Maj-AL,Maj-NL","Cleveland,Washington",47,131,114,18,27,3,1,5,13,15,0,30,2,0,0,2,3,3,0.237,0.336,0.412,0.748,669743,0.237
Johan Camargo,28,1399,Maj-NL,Philadelphia,52,166,152,8,36,3,0,3,15,13,0,37,0,1,0,1,0,0,0.237,0.297,0.316,0.613,622666,0.237
Daz Cameron,25,1390,Maj-AL,Detroit,21,70,64,6,14,3,1,1,8,5,0,20,1,0,0,1,2,0,0.219,0.286,0.344,0.629,663662,0.219
Luis Campusano,23,1331,Maj-NL,San Diego,16,50,48,4,12,1,0,1,5,1,0,11,0,0,1,2,0,0,0.25,0.26,0.333,0.593,669134,0.25
Jeimer Candelario,28,1331,Maj-AL,Detroit,124,467,429,49,93,19,2,13,50,28,1,109,6,0,4,9,0,1,0.217,0.272,0.361,0.633,600869,0.217
Mark Canha,33,1327,Maj-NL,New York,143,554,472,72,123,24,0,13,61,50,1,99,28,0,4,3,3,1,0.261,0.363,0.394,0.757,592192,0.261
Robinson Can\xc3\xb3,39,1401,Maj-NL,"Atlanta,New York,San Diego",33,104,100,5,15,1,0,1,4,4,0,25,0,0,0,2,0,0,0.15,0.183,0.19,0.373,429664,0.15
Conner Capel,25,1331,"Maj-AL,Maj-NL","Oakland,St. Louis",22,59,52,7,16,0,1,3,11,5,0,10,0,0,2,2,1,1,0.308,0.356,0.519,0.875,668843,0.308
Vinny Capra,25,1465,Maj-AL,Toronto,8,7,5,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0.2,0.429,0.2,0.629,681962,0.2
Victor Caratini,28,1331,Maj-NL,Milwaukee,95,314,272,26,54,12,0,9,34,31,1,67,9,1,1,11,0,0,0.199,0.3,0.342,0.642,605170,0.199
Dylan Carlson,23,1329,Maj-NL,St. Louis,129,492,434,57,102,30,4,8,42,47,1,94,7,0,4,6,5,2,0.235,0.317,0.378,0.695,666185,0.235
Kerry Carpenter,24,1339,Maj-AL,Detroit,31,113,103,16,26,4,1,6,10,6,0,32,3,0,1,0,0,0,0.252,0.31,0.485,0.795,681481,0.252
Matt Carpenter,36,1313,Maj-AL,New York,53,166,140,28,40,9,0,15,37,19,1,44,5,1,1,2,0,0,0.286,0.388,0.671,1.059,572761,0.286
Corbin Carroll,21,1331,Maj-NL,Arizona,32,115,104,13,27,9,2,4,14,8,0,31,3,0,0,1,2,1,0.26,0.33,0.5,0.83,682998,0.26
Curt Casali,33,1331,"Maj-AL,Maj-NL","San Francisco,Seattle",57,176,148,20,30,4,0,5,17,24,0,50,2,0,2,1,0,0,0.203,0.318,0.331,0.649,592200,0.203
Triston Casas,22,1331,Maj-AL,Boston,27,95,76,11,15,1,0,5,12,19,0,23,0,0,0,4,1,0,0.197,0.358,0.408,0.766,671213,0.197
Nick Castellanos,30,1300,Maj-NL,Philadelphia,153,627,589,64,150,31,0,13,69,32,0,148,4,0,2,17,7,1,0.255,0.297,0.374,0.67,592206,0.255
Diego Castillo,24,1331,Maj-NL,Pittsburgh,96,283,262,28,54,13,0,11,29,14,1,75,3,0,4,7,1,1,0.206,0.251,0.382,0.633,660636,0.206
Harold Castro,28,1332,Maj-AL,Detroit,120,443,420,37,114,21,2,7,47,17,1,79,1,3,2,5,0,1,0.271,0.3,0.381,0.681,605612,0.271
Jason Castro,35,1429,Maj-AL,Houston,34,88,78,6,9,2,0,1,3,8,0,40,1,0,1,1,1,0,0.115,0.205,0.179,0.384,488771,0.115
Rodolfo Castro,23,1331,Maj-NL,Pittsburgh,71,278,253,25,59,8,4,11,27,22,0,74,2,0,1,6,5,3,0.233,0.299,0.427,0.725,666801,0.233
Willi Castro,25,1337,Maj-AL,Detroit,112,392,365,47,88,18,2,8,31,15,0,82,8,1,3,4,9,4,0.241,0.284,0.367,0.651,650489,0.241
Jake Cave,29,1331,Maj-AL,Minnesota,54,177,164,17,35,7,3,5,20,11,0,49,0,0,2,2,2,0,0.213,0.26,0.384,0.644,595909,0.213
Gilberto Celestino,23,1331,Maj-AL,Minnesota,122,347,311,30,74,12,1,2,24,32,0,77,2,2,0,13,4,1,0.238,0.313,0.302,0.615,665482,0.238
Yu Chang,26,1331,"Maj-AL,Maj-NL","Boston,Cleveland,Pittsburgh,Tampa Bay",69,190,168,19,35,6,0,4,15,16,0,59,4,0,2,5,0,1,0.208,0.289,0.315,0.605,644374,0.208
Matt Chapman,29,1328,Maj-AL,Toronto,157,630,545,83,126,28,1,27,77,69,1,172,10,0,6,7,2,2,0.231,0.325,0.435,0.76,656305,0.231
Michael Chavis,26,1342,Maj-NL,Pittsburgh,129,426,401,39,92,16,3,14,49,19,1,126,2,0,4,4,1,1,0.229,0.265,0.389,0.654,656308,0.229
Robinson Chirinos,38,1331,Maj-AL,Baltimore,67,220,195,10,35,9,0,4,22,19,0,67,4,1,1,4,1,0,0.179,0.265,0.287,0.552,455139,0.179
Jazz Chisholm Jr.,24,1430,Maj-NL,Miami,60,241,213,39,54,10,4,14,45,21,0,66,3,0,3,0,12,5,0.254,0.325,0.535,0.86,665862,0.254
Jiman Choi,31,1328,Maj-AL,Tampa Bay,115,426,361,36,83,22,0,11,52,60,3,124,2,0,3,3,0,0,0.23,0.34,0.382,0.723,596847,0.23
Kody Clemens,26,1331,Maj-AL,Detroit,56,127,117,13,17,4,0,5,17,8,0,33,0,0,2,1,1,0,0.145,0.197,0.308,0.505,665019,0.145
Ernie Clement,26,1331,Maj-AL,"Cleveland,Oakland",69,179,163,19,30,4,0,0,6,11,0,26,2,2,1,3,0,1,0.184,0.243,0.209,0.452,676391,0.184
Zack Collins,27,1336,"Maj-AL,Maj-NL","Pittsburgh,Toronto",36,108,97,9,15,4,0,4,11,9,0,41,1,0,1,0,0,0,0.155,0.231,0.32,0.551,641470,0.155
Mark Contreras,27,1333,Maj-AL,Minnesota,28,61,58,9,7,1,0,3,6,1,0,21,1,0,1,2,1,0,0.121,0.148,0.293,0.441,676628,0.121
William Contreras,24,1321,Maj-NL,Atlanta,100,385,342,52,94,15,1,20,45,40,1,108,1,0,2,6,2,0,0.275,0.351,0.5,0.851,661388,0.275
Willson Contreras,30,1332,Maj-NL,Chicago,113,487,416,65,101,23,2,22,55,45,0,103,24,0,2,14,4,2,0.243,0.349,0.466,0.815,575929,0.243
Garrett Cooper,31,1339,Maj-NL,Miami,119,469,414,37,108,33,2,9,50,40,0,119,10,0,5,6,0,0,0.261,0.337,0.415,0.752,643265,0.261
Franchy Cordero,27,1361,Maj-AL,Boston,84,275,242,36,53,17,1,8,29,28,1,92,1,2,2,1,4,1,0.219,0.3,0.397,0.697,614173,0.219
Carlos Correa,27,1332,Maj-AL,Minnesota,136,590,522,70,152,24,1,22,64,61,2,121,3,0,4,18,0,1,0.291,0.366,0.467,0.834,621043,0.291
Brandon Crawford,35,1331,Maj-NL,San Francisco,118,458,407,50,94,15,2,9,52,39,3,98,8,0,4,12,1,1,0.231,0.308,0.344,0.652,543063,0.231
J.P. Crawford,27,1321,Maj-AL,Seattle,150,627,539,58,130,26,3,7,46,71,0,84,10,2,5,11,3,2,0.241,0.338,0.34,0.677,641487,0.241
C.J. Cron,32,1332,Maj-NL,Colorado,150,632,575,79,148,28,3,29,102,43,6,164,8,0,5,16,0,0,0.257,0.315,0.468,0.783,543068,0.257
Jake Cronenworth,28,1313,Maj-NL,San Diego,170,733,633,94,151,30,4,18,94,71,3,146,18,0,8,2,3,0,0.239,0.329,0.384,0.713,630105,0.239
Narciso Crook,26,1425,Maj-NL,Chicago,4,9,8,1,2,1,0,0,2,0,0,3,0,0,1,1,0,0,0.25,0.222,0.375,0.597,643271,0.25
Nelson Cruz,41,1353,Maj-NL,Washington,124,507,448,50,105,16,0,10,64,49,1,119,4,0,3,16,4,0,0.234,0.313,0.337,0.651,443558,0.234
Oneil Cruz,23,1331,Maj-NL,Pittsburgh,87,361,331,45,77,13,4,17,54,28,1,126,1,0,1,3,10,4,0.233,0.294,0.45,0.744,665833,0.233
Charlie Culberson,33,1331,Maj-AL,Texas,68,124,115,19,29,6,0,2,12,5,0,31,0,4,0,5,2,3,0.252,0.283,0.357,0.64,518586,0.252
Travis d\'Arnaud,33,1321,Maj-NL,Atlanta,111,442,412,63,112,28,1,20,65,19,0,94,11,0,0,12,0,0,0.272,0.321,0.49,0.812,518595,0.272
Bobby Dalbec,27,1331,Maj-AL,Boston,117,353,317,40,68,9,2,12,39,29,0,118,3,0,4,5,3,0,0.215,0.283,0.369,0.652,666915,0.215
Matt Davidson,31,1441,"Maj-AL,Maj-NL","Arizona,Oakland",13,37,34,3,5,0,0,2,3,3,0,13,0,0,0,0,0,1,0.147,0.216,0.324,0.54,571602,0.147
Brendon Davis,24,1331,Maj-AL,Detroit,3,11,10,2,2,0,0,0,0,1,0,3,0,0,0,0,1,0,0.2,0.273,0.2,0.473,663478,0.2
J.D. Davis,29,1331,Maj-NL,"New York,San Francisco",115,365,318,46,79,16,1,12,35,39,1,122,6,0,2,13,1,1,0.248,0.34,0.418,0.758,605204,0.248
Jaylin Davis,27,1384,Maj-AL,Boston,12,27,24,4,8,1,0,0,2,3,0,11,0,0,0,0,0,0,0.333,0.407,0.375,0.782,664041,0.333
Jonathan Davis,30,1371,Maj-NL,Milwaukee,37,91,76,9,17,1,0,0,4,14,0,26,0,1,0,1,7,1,0.224,0.344,0.237,0.581,641505,0.224
Ronnie Dawson,27,1484,Maj-NL,Cincinnati,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669008,0.0
Yonathan Daza,28,1333,Maj-NL,Colorado,113,408,372,56,112,21,2,2,34,26,0,58,4,1,5,12,0,3,0.301,0.349,0.384,0.733,602074,0.301
Bryan De La Cruz,25,1331,Maj-NL,Miami,115,355,329,38,83,20,0,13,43,19,0,90,2,0,4,8,4,0,0.252,0.294,0.432,0.725,650559,0.252
