"last_name, first_name",player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
"Martínez, José A.",500874,Cardinals,2019,RF,-9,-10,-2,-7,0,-1,-5,-5,76%,84%,-8%
"Mazara, Nomar",608577,Rangers,2019,RF,0,1,0,1,1,-1,2,-1,88%,88%,0%
"Meadows, Austin",640457,Rays,2019,RF,-1,-1,1,0,-1,0,0,-1,87%,87%,0%
"Merrifield, Whit",593160,Royals,2019,2B,1,1,-1,1,0,0,-1,2,85%,85%,0%
"Naquin, Tyler",571980,Guardians,2019,RF,1,2,0,-1,2,1,1,1,90%,89%,1%
"Piscotty, Stephen",572039,Athletics,2019,RF,0,0,2,-1,-2,0,3,-3,87%,88%,-1%
"Puig, Yasiel",624577,---,2019,RF,3,3,2,2,0,0,2,1,84%,83%,1%
"Ramírez, Harold",623912,Marlins,2019,LF,-3,-3,1,-1,-3,0,-1,-2,83%,87%,-4%
"Reddick, Josh",502210,Astros,2019,RF,0,0,1,0,2,-1,-1,1,88%,88%,0%
"Renfroe, Hunter",592669,Padres,2019,RF,3,3,2,2,-1,0,2,1,88%,86%,2%
"Reyes, Franmil",614177,---,2019,RF,-1,-2,4,-3,-3,0,1,-3,87%,88%,-1%
"Santana, Domingo",570267,Mariners,2019,LF,-4,-4,-1,-1,-1,-1,-3,-1,80%,84%,-4%
"Slater, Austin",596103,Giants,2019,RF,1,1,0,0,1,0,1,0,87%,85%,2%
"Soler, Jorge",624585,Royals,2019,RF,-4,-4,1,-2,-1,-1,-3,-1,80%,83%,-3%
"Springer, George",543807,Astros,2019,CF,4,5,0,1,2,1,3,1,90%,85%,5%
"Yastrzemski, Mike",573262,Giants,2019,LF,3,3,1,2,0,0,2,1,92%,89%,3%
"Yelich, Christian",592885,Brewers,2019,RF,-4,-4,0,-3,-2,1,-2,-2,83%,84%,-1%
