"last_name, first_name",player_id,team_id,team,position,age,competitive_runs,bolts,hp_to_1b,sprint_speed
"Adams, Matt",571431,144,ATL,DH,31,11,,,25.1
"Perez, Salvador",521692,118,KC,C,30,46,,4.81,25.1
"Cruz, Nelson",443558,142,MIN,DH,39,61,,4.73,25.1
"Shaw, Travis",543768,141,TOR,3B,30,42,,4.63,25.1
"Apostel, Sherten",665947,140,TEX,1B,21,10,,,25.1
"Holaday, Bryan",592407,110,BAL,C,32,11,,,25.1
"Hernandez, Yadiel",628450,120,WSH,DH,32,12,,,25.1
"Tromp, Chadwick",644433,137,SF,C,25,18,,4.76,25.1
"Gordon, Alex",460086,118,KC,LF,36,59,,4.74,25.0
"Flores, Wilmer",527038,137,SF,DH,28,64,,4.7,25.0
"Urshela, Gio",570482,147,NYY,3B,28,61,,4.64,25.0
"Rizzo, Anthony",519203,112,CHC,1B,30,58,,4.66,25.0
"Sánchez, Gary",596142,147,NYY,C,27,28,,4.71,25.0
"Vázquez, Christian",543877,111,BOS,C,29,55,,4.65,25.0
"Moustakas, Mike",519058,113,CIN,2B,31,42,,4.8,25.0
"Voit, Luke",572228,147,NYY,1B,29,68,,4.87,24.9
"McGuire, Reese",624512,141,TOR,C,25,14,,4.53,24.9
"Bruce, Jay",457803,143,PHI,LF,33,30,,4.63,24.9
"Donaldson, Josh",518626,142,MIN,3B,34,24,,4.75,24.9
"Pérez, Roberto",547379,114,CLE,C,31,29,,4.76,24.9
"Walker, Neil",435522,143,PHI,2B,34,12,,,24.9
"Gallagher, Cam",595956,118,KC,C,27,25,,4.79,24.9
"Cabrera, Asdrúbal",452678,120,WSH,1B,34,65,,4.82,24.9
"Canó, Robinson",429664,121,NYM,2B,37,73,,4.66,24.9
"Kendrick, Howie",435062,120,WSH,DH,36,39,,4.86,24.9
"Arenado, Nolan",571448,115,COL,3B,29,54,,4.79,24.8
"Butera, Drew",460077,115,COL,C,36,12,,,24.8
"Ravelo, Rangel",592660,138,STL,RF,28,14,,,24.8
"Nido, Tomás",621512,121,NYM,C,26,11,,,24.8
"Smith, Kevan",607345,139,TB,C,32,16,,,24.7
"Pérez, Michael",605421,139,TB,C,27,23,,,24.7
"Cron, C.J.",543068,116,DET,1B,30,12,,,24.7
"Franco, Maikel",596748,118,KC,3B,27,91,,4.75,24.7
"Aguilar, Jesús",542583,146,MIA,1B,30,66,,4.93,24.7
"Caratini, Victor",605170,112,CHC,C,26,53,,4.9,24.6
"Cervelli, Francisco",465041,146,MIA,C,34,14,,,24.5
"Narváez, Omar",553882,158,MIL,C,28,30,,,24.4
"Suzuki, Kurt",435559,120,WSH,C,36,39,,,24.3
"Barnhart, Tucker",571466,113,CIN,C,29,20,,4.73,24.3
"Ford, Mike",645801,147,NYY,1B,27,31,,4.72,24.3
"Choi, Ji Man",596847,139,TB,1B,29,56,,4.7,24.3
"Moreland, Mitch",519048,135,SD,1B,34,51,,4.63,24.2
"Flowers, Tyler",452095,144,ATL,C,34,18,,,24.2
"Frazier, Todd",453943,121,NYM,3B,34,46,,4.8,24.2
"Moran, Colin",592567,134,PIT,DH,27,66,,4.86,24.2
"Sisco, Chance",642082,110,BAL,C,25,22,,4.74,24.2
"Odom, Joseph",641929,136,SEA,C,28,13,,,24.1
"Casali, Curt",592200,113,CIN,C,31,21,,,24.1
"Sandoval, Pablo",467055,144,ATL,DH,33,30,,4.73,24.0
"Vogelbach, Daniel",596129,158,MIL,DH,27,34,,4.89,24.0
"Gyorko, Jedd",576397,158,MIL,1B,31,28,,4.71,24.0
"Trevino, Jose",624431,140,TEX,C,27,33,,4.78,24.0
"Davis, Chris",448801,110,BAL,1B,34,17,,,24.0
"Avila, Alex",488671,142,MIN,C,33,10,,,24.0
"Kratz, Erik",456124,147,NYY,C,40,10,,,23.8
"León, Sandy",506702,114,CLE,C,31,15,,,23.7
"Wallach, Chad",595453,146,MIA,C,28,21,,5.1,23.7
"Hedges, Austin",595978,114,CLE,C,27,17,,,23.7
"Maldonado, Martín",455117,117,HOU,C,33,38,,,23.6
"Grandal, Yasmani",518735,145,CWS,C,31,38,,5.08,23.6
"Stallings, Jacob",607732,134,PIT,C,30,40,,5.11,23.5
"Chirinos, Robinson",455139,121,NYM,C,36,24,,5.01,23.3
"Ramos, Wilson",467092,121,NYM,C,32,48,,5.0,23.3
"Cabrera, Miguel",408234,116,DET,DH,37,51,,,23.1
"Molina, Yadier",425877,138,STL,C,37,50,,5.02,23.1
"Smoak, Justin",475253,137,SF,1B,33,33,,,23.1
"Pujols, Albert",405395,108,LAA,1B,40,48,,,22.1
