Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Christian Arroyo,26,1679,Maj-AL,Boston,68,221,202,26,52,13,1,7,28,8,0,51,7,3,0,2,1,0,0.257,0.309,0.436,0.744,624414,0.257
Humberto Arteaga,27,1791,Maj-NL,Washington,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,600858,0.0
Aaron Ashby,23,1726,Maj-NL,Milwaukee,3,4,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0.0,0.333,0.0,0.333,676879,0.0
Willians Astudillo,29,1699,Maj-AL,Minnesota,72,216,208,17,49,8,0,7,21,3,0,12,4,0,1,12,0,0,0.236,0.259,0.375,0.634,553902,0.236
Alex Avila,34,1698,Maj-NL,Washington,34,111,89,5,17,9,1,1,9,19,1,37,2,1,0,4,0,0,0.191,0.345,0.348,0.694,488671,0.191
Pedro Avila,24,1700,Maj-NL,San Diego,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,658648,0.0
Akil Baddoo,22,1698,Maj-AL,Detroit,124,461,413,60,107,20,7,13,55,45,1,122,0,0,3,5,18,4,0.259,0.33,0.436,0.766,668731,0.259
Harrison Bader,27,1695,Maj-NL,St. Louis,104,405,368,45,98,21,1,16,50,28,6,86,7,0,2,4,9,4,0.266,0.328,0.459,0.788,664056,0.266
Javier B\xc3\xa1ez,28,1700,Maj-NL,"Chicago,New York",138,547,502,80,133,18,2,31,87,28,2,184,13,0,3,12,18,5,0.265,0.319,0.494,0.813,595879,0.265
Anthony Banda,27,1774,Maj-NL,New York,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,607455,0.0
Caleb Baragar,27,1720,Maj-NL,San Francisco,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670056,0.0
Daniel Bard,36,1698,Maj-NL,Colorado,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,453268,1.0
Austin Barnes,31,1684,Maj-NL,Los Angeles,80,228,202,28,43,8,0,6,23,20,1,58,4,2,0,6,1,0,0.213,0.296,0.342,0.638,605131,0.213
Charlie Barnes,25,1758,Maj-AL,Minnesota,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,656212,0.0
Tucker Barnhart,30,1699,Maj-NL,Cincinnati,116,388,348,41,86,21,0,7,48,29,1,100,8,0,3,8,0,0,0.247,0.317,0.368,0.685,571466,0.247
Luis Barrera,25,1698,Maj-AL,Oakland,6,8,8,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,642456,0.25
Tres Barrera,26,1733,Maj-NL,Washington,30,107,91,8,24,3,1,2,10,12,2,22,4,0,0,3,0,0,0.264,0.374,0.385,0.758,668663,0.264
Jose Barrero,23,1698,Maj-NL,Cincinnati,21,56,50,4,10,4,1,0,3,3,0,17,3,0,0,2,1,0,0.2,0.286,0.32,0.606,676480,0.2
Jaime Barria,24,1755,Maj-AL,Los Angeles,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,642545,0.0
Joey Bart,24,1783,Maj-NL,San Francisco,2,6,6,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,663698,0.333
Chris Bassitt,32,1872,Maj-AL,Oakland,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605135,0.0
Trevor Bauer,30,1795,Maj-NL,Los Angeles,14,34,30,0,1,0,0,0,1,1,0,11,0,3,0,0,0,0,0.033,0.065,0.033,0.098,545333,0.033
Jake Bauers,25,1699,Maj-AL,"Cleveland,Seattle",115,315,282,27,59,7,0,4,19,30,1,78,2,0,0,1,6,1,0.209,0.29,0.277,0.566,641343,0.209
Matt Beaty,28,1678,Maj-NL,Los Angeles,124,245,215,35,56,4,1,7,41,20,0,45,10,0,0,3,2,2,0.26,0.351,0.386,0.737,607461,0.26
David Bednar,26,1759,Maj-NL,Pittsburgh,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,670280,0.0
Seth Beer,24,1717,Maj-NL,Arizona,5,10,9,4,4,1,0,1,3,1,0,3,0,0,0,0,0,0,0.444,0.5,0.889,1.389,666179,0.444
Josh Bell,28,1698,Maj-NL,Washington,144,568,498,75,130,24,1,27,88,65,2,101,2,0,3,22,0,0,0.261,0.347,0.476,0.823,605137,0.261
Cody Bellinger,25,1678,Maj-NL,Los Angeles,106,389,349,44,64,10,2,11,43,36,3,105,1,0,3,2,8,1,0.183,0.26,0.318,0.578,641355,0.183
Brandon Belt,33,1705,Maj-NL,San Francisco,97,381,325,65,89,14,2,29,59,48,3,103,7,0,1,9,3,2,0.274,0.378,0.597,0.975,474832,0.274
Anthony Bemboom,31,1823,Maj-AL,Los Angeles,8,28,27,2,6,0,0,0,2,1,0,10,0,0,0,1,0,0,0.222,0.25,0.222,0.472,621532,0.222
Anthony Bender,26,1783,Maj-NL,Miami,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669622,0.0
Andrew Benintendi,26,1698,Maj-AL,Kansas City,134,538,493,63,136,27,2,17,73,36,0,97,2,1,6,2,8,9,0.276,0.324,0.442,0.766,643217,0.276
Jos\xc3\xa9 Berr\xc3\xados,27,1744,Maj-AL,"Minnesota,Toronto",2,4,3,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0.0,0.0,0.0,0.0,621244,0.0
Jon Berti,31,1771,Maj-NL,Miami,85,271,233,35,49,10,1,4,19,32,0,61,3,1,2,7,8,4,0.21,0.311,0.313,0.624,542932,0.21
Alec Bettinger,25,1852,Maj-NL,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,676424,0.0
Mookie Betts,28,1678,Maj-NL,Los Angeles,134,603,513,99,138,30,3,24,63,73,2,91,11,0,6,6,16,5,0.269,0.368,0.48,0.848,605141,0.269
Bo Bichette,23,1698,Maj-AL,Toronto,159,690,640,121,191,30,1,29,102,40,0,137,6,0,4,10,25,1,0.298,0.343,0.484,0.828,666182,0.298
Phil Bickford,25,1761,Maj-NL,Los Angeles,3,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,641360,0.333
Shane Bieber,26,1815,Maj-AL,Cleveland,2,6,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669456,0.0
Cavan Biggio,26,1699,Maj-AL,Toronto,79,294,250,27,56,10,1,7,27,37,2,78,1,1,4,4,3,1,0.224,0.322,0.356,0.678,624415,0.224
Braden Bishop,27,1865,Maj-AL,Seattle,8,5,4,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0.25,0.25,0.25,0.5,623323,0.25
Charlie Blackmon,34,1698,Maj-NL,Colorado,150,582,514,76,139,25,4,13,78,54,1,91,11,0,3,8,3,0,0.27,0.351,0.411,0.761,453568,0.27
Alex Blandino,28,1819,Maj-NL,Cincinnati,42,82,70,9,14,4,0,0,5,8,0,28,4,0,0,0,1,0,0.2,0.317,0.257,0.574,607468,0.2
Travis Blankenhorn,24,1741,"Maj-AL,Maj-NL","Minnesota,New York",24,24,23,4,4,2,0,1,4,1,0,8,0,0,0,0,0,0,0.174,0.208,0.391,0.6,663905,0.174
Richard Bleier,34,1842,Maj-NL,Miami,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,542947,
Xander Bogaerts,28,1679,Maj-AL,Boston,155,654,575,97,168,36,1,26,85,67,2,127,5,0,7,14,5,1,0.292,0.367,0.494,0.861,593428,0.292
Alec Bohm,24,1698,Maj-NL,Philadelphia,115,417,380,46,94,15,0,7,47,31,0,111,2,0,4,12,4,0,0.247,0.305,0.342,0.647,664761,0.247
Skye Bolt,27,1698,"Maj-AL,Maj-NL","Oakland,San Francisco",34,60,57,5,5,1,0,1,4,1,0,15,0,2,0,0,2,0,0.088,0.103,0.158,0.261,621450,0.088
Jorge Bonifacio,28,1731,Maj-NL,Philadelphia,7,12,11,0,1,0,0,0,2,1,0,6,0,0,0,0,0,0,0.091,0.167,0.091,0.258,593528,0.091
David Bote,28,1701,Maj-NL,Chicago,97,327,291,32,58,10,2,8,35,27,0,73,5,1,3,13,0,1,0.199,0.276,0.33,0.606,623520,0.199
Matthew Boyd,30,1727,Maj-AL,Detroit,2,5,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0.333,0.5,0.333,0.833,571510,0.333
Archie Bradley,28,1822,Maj-NL,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605151,0.0
Bobby Bradley,25,1699,Maj-AL,Cleveland,74,279,245,36,51,10,0,16,41,25,1,99,6,0,3,3,0,0,0.208,0.294,0.445,0.739,656252,0.208
Jackie Bradley Jr.,31,1698,Maj-NL,Milwaukee,134,428,387,39,63,14,3,6,29,28,0,132,10,0,3,8,7,1,0.163,0.236,0.261,0.497,598265,0.163
Michael Brantley,34,1668,Maj-AL,Houston,137,581,538,72,168,33,3,8,56,36,1,67,5,1,1,14,2,0,0.312,0.36,0.429,0.79,488726,0.312
Rob Brantly,31,1751,Maj-AL,New York,6,21,20,0,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0.15,0.19,0.2,0.39,542963,0.15
Steven Brault,29,1728,Maj-NL,Pittsburgh,6,8,6,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0.167,0.167,0.333,0.5,643230,0.167
John Brebbia,31,1769,Maj-NL,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,605154,0.0
Alex Bregman,27,1668,Maj-AL,Houston,107,469,408,63,107,19,0,13,62,51,6,68,5,0,5,15,1,0,0.262,0.348,0.404,0.752,608324,0.262
Jake Brentz,26,1742,Maj-AL,Kansas City,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,641394,
Lewis Brinson,27,1698,Maj-NL,Miami,89,290,274,24,62,14,0,9,33,13,0,72,1,1,1,5,1,1,0.226,0.263,0.376,0.639,621446,0.226
Mike Brosseau,27,1746,Maj-AL,Tampa Bay,57,169,150,21,28,9,0,5,18,15,0,53,2,0,2,1,2,0,0.187,0.266,0.347,0.613,670712,0.187
Rex Brothers,33,1749,Maj-NL,Chicago,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,571521,0.0
Seth Brown,28,1698,Maj-AL,Oakland,111,307,281,43,60,13,1,20,48,23,2,89,1,0,2,1,4,1,0.214,0.274,0.48,0.754,664913,0.214
JT Brubaker,27,1727,Maj-NL,Pittsburgh,24,43,38,0,3,0,0,0,3,4,0,15,0,1,0,2,0,0,0.079,0.167,0.079,0.246,664141,0.079
Jay Bruce,34,1870,Maj-AL,New York,10,39,34,3,4,1,0,1,3,5,0,13,0,0,0,2,0,0,0.118,0.231,0.235,0.466,457803,0.118
Justin Bruihl,24,1752,Maj-NL,Los Angeles,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.0,,,677865,
Vidal Bruj\xc3\xa1n,23,1772,Maj-AL,Tampa Bay,10,26,26,3,2,0,0,0,2,0,0,8,0,0,0,0,1,0,0.077,0.077,0.077,0.154,660644,0.077
Kris Bryant,29,1687,Maj-NL,"Chicago,San Francisco",149,604,530,87,144,32,2,26,75,63,4,138,9,0,2,9,10,2,0.272,0.358,0.487,0.844,592178,0.272
Kris Bubic,23,1741,Maj-AL,Kansas City,2,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663460,0.0
Walker Buehler,26,1678,Maj-NL,Los Angeles,38,88,75,6,7,2,0,0,3,5,0,49,0,8,0,0,0,0,0.093,0.15,0.12,0.27,621111,0.093
Madison Bumgarner,31,1701,Maj-NL,Arizona,25,52,39,3,4,1,0,0,3,9,0,29,1,2,1,0,0,0,0.103,0.28,0.128,0.408,518516,0.103
Dylan Bundy,28,1793,Maj-AL,Los Angeles,3,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.25,0.5,605164,0.25
Jake Burger,25,1769,Maj-AL,Chicago,15,42,38,5,10,3,1,1,3,4,0,15,0,0,0,2,0,0,0.263,0.333,0.474,0.807,669394,0.263
Corbin Burnes,26,1693,Maj-NL,Milwaukee,26,60,53,1,8,0,0,0,4,3,0,26,0,4,0,0,0,0,0.151,0.196,0.151,0.347,669203,0.151
Andy Burns,30,1678,Maj-NL,Los Angeles,11,17,13,2,3,1,0,0,0,3,0,1,1,0,0,1,0,0,0.231,0.412,0.308,0.719,542992,0.231
Drew Butera,37,1827,Maj-AL,Los Angeles,12,36,32,1,3,1,0,0,5,0,0,16,0,3,1,0,0,0,0.094,0.091,0.125,0.216,460077,0.094
Byron Buxton,27,1698,Maj-AL,Minnesota,61,254,235,50,72,23,0,19,32,13,0,62,6,0,0,0,9,1,0.306,0.358,0.647,1.005,621439,0.306
Asdr\xc3\xbabal Cabrera,35,1703,Maj-NL,"Arizona,Cincinnati",110,352,309,34,71,21,0,7,42,36,1,80,3,0,4,8,1,0,0.23,0.313,0.366,0.678,452678,0.23
Edward Cabrera,23,1701,Maj-NL,Miami,6,7,7,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0.143,0.143,0.286,0.429,665795,0.143
Miguel Cabrera,38,1699,Maj-AL,Detroit,130,526,472,48,121,16,0,15,75,40,0,118,5,0,9,21,0,0,0.256,0.316,0.386,0.701,408234,0.256
Trevor Cahill,33,1835,Maj-NL,Pittsburgh,7,9,9,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.111,0.111,0.111,0.222,502239,0.111
Lorenzo Cain,35,1689,Maj-NL,Milwaukee,82,300,270,40,69,13,0,8,37,27,0,50,2,0,1,5,14,2,0.256,0.327,0.393,0.719,456715,0.256
Kole Calhoun,33,1698,Maj-NL,Arizona,51,182,166,17,39,8,0,5,17,15,0,41,0,0,1,2,1,0,0.235,0.297,0.373,0.67,594777,0.235
Willie Calhoun,26,1698,Maj-AL,Texas,75,284,260,26,65,10,3,6,25,21,0,34,2,0,1,6,0,2,0.25,0.31,0.381,0.691,641432,0.25
Daniel Camarena,28,1737,Maj-NL,San Diego,3,3,3,1,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0.333,0.333,1.333,1.667,547176,0.333
Johan Camargo,27,1678,Maj-NL,Atlanta,19,22,20,1,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0.0,0.091,0.0,0.091,622666,0.0
Daz Cameron,24,1698,Maj-AL,Detroit,35,115,103,16,20,5,0,4,13,10,0,38,2,0,0,2,6,0,0.194,0.278,0.359,0.637,663662,0.194
Eric Campbell,34,1825,Maj-AL,Seattle,4,12,11,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0.273,0.333,0.273,0.606,493472,0.273
Paul Campbell,25,1716,Maj-NL,Miami,4,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,669294,0.0
Luis Campusano,22,1859,Maj-NL,San Diego,11,38,34,0,3,0,0,0,1,4,0,11,0,0,0,2,0,0,0.088,0.184,0.088,0.272,669134,0.088
Jeimer Candelario,27,1699,Maj-AL,Detroit,149,626,557,75,151,42,3,16,67,65,1,135,4,0,0,10,0,0,0.271,0.351,0.443,0.795,600869,0.271
Mark Canha,32,1698,Maj-AL,Oakland,141,625,519,93,120,22,4,17,61,77,0,128,27,0,2,9,12,2,0.231,0.358,0.387,0.746,592192,0.231
Griffin Canning,25,1800,Maj-AL,Los Angeles,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,656288,
Victor Caratini,27,1698,Maj-NL,San Diego,116,356,313,33,71,9,0,7,39,35,8,82,4,0,4,13,2,0,0.227,0.309,0.323,0.632,605170,0.227
Dylan Carlson,22,1695,Maj-NL,St. Louis,150,623,546,79,145,31,4,18,65,57,2,153,11,1,8,5,2,1,0.266,0.342,0.436,0.778,666185,0.266
Matt Carpenter,35,1698,Maj-NL,St. Louis,129,249,207,18,35,11,1,3,21,35,1,77,6,0,1,1,2,0,0.169,0.305,0.275,0.581,572761,0.169
Carlos Carrasco,34,1699,Maj-NL,New York,11,19,15,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0.0,0.0,0.0,0.0,471911,0.0
Curt Casali,32,1689,Maj-NL,San Francisco,78,232,201,20,42,11,1,5,26,26,4,67,4,1,0,3,0,0,0.209,0.312,0.348,0.66,592200,0.209
Daniel Castano,26,1703,Maj-NL,Miami,5,5,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0.0,0.0,0.0,0.0,641447,0.0
Ryan Castellani,25,1850,Maj-NL,Colorado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624418,0.0
Humberto Castellanos,23,1700,Maj-NL,Arizona,5,7,6,1,3,0,0,1,5,0,0,1,0,0,1,0,0,0,0.5,0.429,1.0,1.429,528748,0.5
Nick Castellanos,29,1698,Maj-NL,Cincinnati,138,585,531,95,164,38,1,34,100,41,5,121,7,0,6,16,3,1,0.309,0.362,0.576,0.939,592206,0.309
Erick Castillo,28,1698,Maj-NL,Chicago,4,9,8,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.333,0.25,0.583,602080,0.25
Ivan Castillo,26,1838,Maj-NL,San Diego,3,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.333,0.5,0.333,0.833,622668,0.333
Luis Castillo,28,1700,Maj-NL,Cincinnati,30,59,49,1,8,2,0,0,2,1,0,23,0,9,0,1,0,0,0.163,0.18,0.204,0.384,622491,0.163
