"last_name, first_name",player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
"Crawford, J.P.",641487,Mariners,2021,SS,0,0,4,-4,0,0,4,-4,76%,76%,0%
"DeJong, Paul",657557,Cardinals,2021,SS,3,4,9,-2,-3,0,4,0,81%,80%,1%
"Escobar, Alcides",444876,Nationals,2021,SS,-1,-2,1,-4,0,1,1,-3,71%,72%,-1%
"Farmer, Kyle",571657,Reds,2021,SS,4,5,3,8,-5,0,3,3,76%,75%,1%
"Franco, Wander",677551,Rays,2021,SS,-1,-2,-1,-1,0,0,-1,-1,75%,76%,-1%
"Galvis, Freddy",520471,---,2021,SS,-3,-4,2,-2,-3,-2,1,-6,72%,73%,-1%
"Goodrum, Niko",592348,Tigers,2021,SS,2,3,1,1,1,1,2,2,74%,72%,2%
"Gregorius, Didi",544369,Phillies,2021,SS,-13,-18,-6,-3,-8,0,-9,-9,72%,76%,-4%
"Iglesias, Jose",578428,---,2021,SS,0,0,1,-1,-1,1,-3,3,73%,73%,0%
"Kiner-Falefa, Isiah",643396,Rangers,2021,SS,-5,-6,-14,5,4,-1,-9,2,75%,76%,-1%
"Lindor, Francisco",596019,Mets,2021,SS,16,21,5,8,6,2,13,8,77%,72%,5%
"Lopez, Nicky",670032,Royals,2021,SS,19,25,9,14,0,2,20,4,72%,68%,4%
"Lux, Gavin",666158,Dodgers,2021,SS,-4,-5,-1,-3,-1,0,-3,-2,75%,77%,-2%
"Newman, Kevin",621028,Pirates,2021,SS,3,4,5,1,-3,0,3,1,78%,77%,1%
"Rojas, Miguel",500743,Marlins,2021,SS,-3,-4,-6,1,1,0,0,-4,77%,78%,-1%
"Rosario, Amed",642708,Guardians,2021,SS,-3,-4,0,-2,-2,0,-1,-2,73%,74%,-1%
"Seager, Corey",608369,Dodgers,2021,SS,-7,-9,-5,-4,0,1,-7,-2,73%,76%,-3%
"Short, Zack",670097,Tigers,2021,SS,-5,-7,-3,-5,1,0,-6,-1,78%,81%,-3%
"Simmons, Andrelton",592743,Twins,2021,SS,12,16,6,8,3,0,12,4,81%,77%,4%
"Sosa, Edmundo",624641,Cardinals,2021,SS,2,2,1,2,0,-1,-1,3,77%,76%,1%
"Story, Trevor",596115,Rockies,2021,SS,-5,-7,0,-2,-3,-2,0,-7,74%,75%,-1%
"Swanson, Dansby",621020,Braves,2021,SS,1,1,4,-2,-2,1,2,0,75%,75%,0%
"Tatis Jr., Fernando",665487,Padres,2021,SS,2,3,1,-1,3,-1,2,0,71%,70%,1%
"Torres, Gleyber",650402,Yankees,2021,SS,-6,-8,-5,-5,1,0,-6,-3,73%,75%,-2%
"Turner, Trea",607208,---,2021,SS,0,0,1,-1,-2,1,2,-2,75%,75%,0%
"Urías, Luis",649966,Brewers,2021,SS,-5,-7,-1,-3,-2,0,-6,0,72%,75%,-3%
"Arozarena, Randy",668227,Rays,2021,LF,0,0,0,0,1,-1,-1,1,88%,88%,0%
"Baddoo, Akil",668731,Tigers,2021,CF,1,1,0,1,-1,0,2,0,86%,84%,2%
"Benintendi, Andrew",643217,Royals,2021,LF,0,0,-1,1,-1,1,0,0,85%,85%,0%
"Brantley, Michael",488726,Astros,2021,LF,0,0,0,1,-2,1,1,-2,87%,87%,0%
"Brinson, Lewis",621446,Marlins,2021,LF,2,2,0,1,0,1,2,0,89%,87%,2%
"Canha, Mark",592192,Athletics,2021,LF,-1,-2,0,0,-2,0,0,-1,83%,84%,-1%
"Dickerson, Alex",543105,Giants,2021,LF,-4,-4,-1,-1,-3,0,-2,-2,86%,90%,-4%
"Dickerson, Corey",572816,---,2021,LF,0,0,1,-1,0,0,0,0,85%,85%,0%
"Duvall, Adam",594807,---,2021,RF,1,1,0,1,-1,-1,-1,2,89%,88%,1%
"Fraley, Jake",641584,Mariners,2021,LF,2,2,1,1,0,0,1,1,89%,86%,3%
"Gallo, Joey",608336,Yankees,2021,RF,-1,-1,-1,0,0,-1,-1,0,89%,90%,-1%
"Gamel, Ben",592325,Pirates,2021,LF,-5,-5,-2,0,-4,0,-2,-3,85%,88%,-3%
"Gosselin, Phil",594838,Angels,2021,3B,-3,-3,0,-1,-1,-1,-3,-1,83%,87%,-4%
"Grossman, Robbie",543257,Tigers,2021,RF,-1,-1,0,0,-2,1,0,-1,84%,85%,-1%
"Gurriel Jr., Lourdes",666971,Blue Jays,2021,LF,-8,-9,-1,-3,-3,-2,-5,-3,83%,88%,-5%
"Happ, Ian",664023,Cubs,2021,CF,0,0,1,0,0,-2,1,0,87%,87%,0%
"Hays, Austin",669720,Orioles,2021,LF,-2,-2,-1,-1,0,0,-1,-1,89%,90%,-1%
"Hernandez, Yadiel",628450,Nationals,2021,LF,-5,-5,-1,0,-4,-1,-4,-1,82%,86%,-4%
"Jiménez, Eloy",650391,White Sox,2021,LF,-1,-1,0,2,-2,1,0,0,81%,81%,0%
"Kemp, Tony",643393,Athletics,2021,2B,2,2,0,1,0,1,2,0,90%,87%,3%
"Larnach, Trevor",663616,Twins,2021,LF,0,0,0,0,-1,0,0,0,89%,89%,0%
"Martin, Jason",641829,Rangers,2021,LF,0,0,0,1,-1,0,0,1,93%,92%,1%
"McCutchen, Andrew",457705,Phillies,2021,LF,-6,-7,-2,-2,-1,-1,-3,-4,85%,88%,-3%
"Meadows, Austin",640457,Rays,2021,LF,-1,-1,0,-1,-2,1,-1,0,87%,88%,-1%
"Mercado, Óscar",640458,Guardians,2021,LF,0,0,0,-1,1,0,-1,1,88%,88%,0%
"Moore, Dylan",664238,Mariners,2021,2B,4,5,1,1,1,1,1,3,87%,82%,5%
"O'Neill, Tyler",641933,Cardinals,2021,LF,4,5,1,0,1,2,2,2,90%,88%,2%
"Ozuna, Marcell",542303,Braves,2021,LF,0,0,0,0,0,0,-1,1,91%,91%,0%
"Pederson, Joc",592626,Cubs,2021,LF,-2,-2,0,0,-1,-1,-1,-1,81%,83%,-2%
"Peralta, David",444482,D-backs,2021,LF,4,4,1,2,2,0,2,2,90%,89%,1%
"Pham, Tommy",502054,Padres,2021,LF,-5,-6,-1,-3,-2,1,-2,-4,83%,85%,-2%
"Pollock, AJ",572041,Dodgers,2021,LF,0,0,1,1,-2,0,0,0,87%,87%,0%
"Ramírez, Harold",623912,Guardians,2021,LF,-1,-2,1,-1,-1,-1,-2,1,86%,88%,-2%
"Rosario, Eddie",592696,---,2021,LF,-2,-2,-2,2,-3,0,-4,2,88%,89%,-1%
"Schwarber, Kyle",656941,---,2021,LF,-6,-6,-1,-3,-2,0,-4,-2,85%,89%,-4%
"Smith, Dominic",642086,Mets,2021,LF,-8,-9,-1,-3,-6,0,-7,-2,83%,88%,-5%
"Tapia, Raimel",606132,Rockies,2021,LF,1,1,0,-1,2,0,0,1,87%,87%,0%
"Upton, Justin",457708,Angels,2021,LF,-4,-5,-1,0,-4,0,-2,-2,84%,88%,-4%
"Vaughn, Andrew",683734,White Sox,2021,LF,-4,-4,-2,1,-1,-1,-4,0,86%,89%,-3%
"Verdugo, Alex",657077,Red Sox,2021,LF,1,1,0,1,1,-1,1,0,84%,84%,0%
"Winker, Jesse",608385,Reds,2021,LF,-6,-7,-2,-1,-4,0,-5,-1,83%,87%,-4%
"Yelich, Christian",592885,Brewers,2021,LF,1,2,0,0,1,1,1,0,91%,90%,1%
"Baddoo, Akil",668731,Tigers,2021,CF,-3,-3,-2,-1,0,0,-1,-2,89%,90%,-1%
"Bader, Harrison",664056,Cardinals,2021,CF,12,14,2,6,5,1,6,7,94%,89%,5%
"Bellinger, Cody",641355,Dodgers,2021,CF,2,2,0,-1,4,0,2,0,89%,88%,1%
"Bradley Jr., Jackie",598265,Brewers,2021,CF,1,1,1,0,1,0,1,0,91%,91%,0%
"Buxton, Byron",621439,Twins,2021,CF,7,7,1,4,3,0,4,3,95%,91%,4%
"Cain, Lorenzo",456715,Brewers,2021,CF,5,5,-1,3,3,1,3,2,93%,90%,3%
"Carlson, Dylan",666185,Cardinals,2021,RF,0,0,0,0,0,-1,0,0,89%,89%,0%
"Daza, Yonathan",602074,Rockies,2021,CF,1,1,1,-2,1,0,-2,2,89%,88%,1%
"Duggar, Steven",621453,Giants,2021,CF,4,4,2,-2,3,1,3,2,89%,87%,2%
"García, Adolis",666969,Rangers,2021,CF,4,5,-2,3,4,0,5,0,89%,87%,2%
"Gardner, Brett",458731,Yankees,2021,CF,0,0,-2,0,2,0,-2,2,88%,88%,0%
"Grichuk, Randal",545341,Blue Jays,2021,CF,2,2,-1,2,1,0,2,0,91%,90%,1%
"Grisham, Trent",663757,Padres,2021,CF,4,5,0,3,3,-2,-2,6,89%,87%,2%
"Hampson, Garrett",641658,Rockies,2021,CF,5,5,1,2,2,0,3,2,90%,87%,3%
"Happ, Ian",664023,Cubs,2021,CF,-3,-4,-2,-1,-1,0,-2,-2,87%,91%,-4%
"Heredia, Guillermo",628338,Braves,2021,CF,5,5,1,0,2,2,4,1,91%,89%,2%
"Hernández, Enrique",571771,Red Sox,2021,CF,9,10,3,6,3,-2,11,-1,94%,90%,4%
"Herrera, Odúbel",546318,Phillies,2021,CF,4,4,-1,2,4,-1,3,2,90%,87%,3%
"Hill, Derek",656537,Tigers,2021,CF,1,1,-2,2,1,0,0,1,84%,83%,1%
"Kelenic, Jarred",672284,Mariners,2021,CF,-1,-1,-1,1,-2,1,-2,1,85%,85%,0%
"Kiermaier, Kevin",595281,Rays,2021,CF,11,12,1,6,4,1,6,6,94%,90%,4%
"Lagares, Juan",501571,Angels,2021,CF,2,3,1,2,0,0,2,0,93%,90%,3%
"Laureano, Ramón",657656,Athletics,2021,CF,0,0,-1,3,0,-1,1,0,88%,88%,0%
"Marsh, Brandon",669016,Angels,2021,CF,2,2,0,1,1,1,1,1,91%,89%,2%
"Marte, Ketel",606466,D-backs,2021,CF,-3,-4,0,-2,-2,0,-3,-1,87%,89%,-2%
"Marte, Starling",516782,---,2021,CF,0,0,-2,3,2,-2,1,0,88%,88%,0%
"Mullins, Cedric",656775,Orioles,2021,CF,10,11,-1,7,3,1,8,3,90%,88%,2%
"Naquin, Tyler",571980,Reds,2021,CF,-3,-3,-1,-2,0,0,-1,-2,87%,89%,-2%
"Nimmo, Brandon",607043,Mets,2021,CF,3,4,0,2,2,0,2,2,92%,90%,2%
"Ortega, Rafael",542364,Cubs,2021,CF,-1,-2,0,0,1,-2,-1,0,86%,88%,-2%
"Phillips, Brett",621433,Rays,2021,CF,6,7,0,3,3,1,6,1,94%,88%,6%
"Reynolds, Bryan",668804,Pirates,2021,CF,9,11,3,2,5,0,8,3,92%,89%,3%
"Robert Jr., Luis",673357,White Sox,2021,CF,4,5,-1,4,1,1,2,2,91%,88%,3%
"Robles, Victor",645302,Nationals,2021,CF,2,2,2,-1,1,1,1,1,89%,88%,1%
"Slater, Austin",596103,Giants,2021,CF,1,1,-1,3,1,-2,0,1,87%,86%,1%
"Straw, Myles",664702,---,2021,CF,8,9,0,3,4,1,7,2,90%,88%,2%
"Taveras, Leody",665750,Rangers,2021,CF,6,6,1,3,1,1,6,1,93%,89%,4%
"Taylor, Chris",621035,Dodgers,2021,2B,-1,-1,-1,0,0,1,0,-1,91%,91%,0%
"Taylor, Michael A.",572191,Royals,2021,CF,13,14,-1,8,7,0,9,5,90%,87%,3%
"Acuña Jr., Ronald",660670,Braves,2021,RF,1,1,0,0,-1,2,1,1,88%,87%,1%
"Arozarena, Randy",668227,Rays,2021,LF,1,2,0,1,1,-1,0,2,90%,89%,1%
"Betts, Mookie",605141,Dodgers,2021,RF,-2,-3,0,-2,-1,0,-1,-2,86%,88%,-2%
"Blackmon, Charlie",453568,Rockies,2021,RF,-8,-9,-1,-4,-4,0,-3,-6,83%,87%,-4%
"Brown, Seth",664913,Athletics,2021,RF,3,3,1,1,1,0,2,1,93%,90%,3%
"Carlson, Dylan",666185,Cardinals,2021,RF,-3,-4,-2,-1,-2,1,1,-5,87%,89%,-2%
"Castellanos, Nick",592206,Reds,2021,RF,-6,-7,-2,-4,-1,1,-4,-2,82%,85%,-3%
"Conforto, Michael",624424,Mets,2021,RF,1,1,1,-1,1,1,4,-3,88%,87%,1%
"Dozier, Hunter",641531,Royals,2021,3B,-8,-9,-1,-3,-2,-2,-6,-2,82%,88%,-6%
"Duvall, Adam",594807,---,2021,RF,1,2,1,0,1,-1,1,1,89%,88%,1%
"Eaton, Adam",594809,---,2021,RF,-1,-2,1,-1,-1,-1,-2,0,87%,88%,-1%
"Gallo, Joey",608336,---,2021,RF,6,6,1,2,3,0,5,1,88%,85%,3%
"García, Adolis",666969,Rangers,2021,CF,4,4,3,0,1,0,4,1,93%,90%,3%
"García, Avisaíl",541645,Brewers,2021,RF,-2,-2,-2,0,-2,2,-2,0,89%,90%,-1%
"Grichuk, Randal",545341,Blue Jays,2021,CF,0,0,1,-1,0,1,2,-2,90%,89%,1%
"Grossman, Robbie",543257,Tigers,2021,RF,-2,-2,0,-1,-1,0,-1,-1,85%,87%,-2%
"Haniger, Mitch",571745,Mariners,2021,RF,-7,-8,-2,-1,-3,-1,-8,1,85%,88%,-3%
"Harper, Bryce",547180,Phillies,2021,RF,-6,-7,2,-5,-5,1,-3,-3,84%,86%,-2%
"Hays, Austin",669720,Orioles,2021,LF,2,2,0,1,1,0,1,1,91%,89%,2%
"Hernández, Teoscar",606192,Blue Jays,2021,RF,-2,-2,1,-3,0,0,-3,1,87%,88%,-1%
"Heyward, Jason",518792,Cubs,2021,RF,4,4,1,1,1,1,0,4,87%,85%,2%
"Judge, Aaron",592450,Yankees,2021,RF,0,0,2,-1,-2,1,0,0,87%,87%,0%
"Kepler, Max",596146,Twins,2021,RF,7,7,1,4,1,1,7,0,90%,87%,3%
"Margot, Manuel",622534,Rays,2021,RF,8,9,1,4,3,1,9,0,92%,88%,4%
"Myers, Wil",571976,Padres,2021,RF,0,0,0,1,-1,0,0,0,90%,90%,0%
"Naylor, Josh",647304,Guardians,2021,RF,-1,-1,0,2,-2,-1,0,-1,84%,85%,-1%
"Phillips, Brett",621433,Rays,2021,CF,2,2,0,1,1,1,1,2,92%,90%,2%
"Piscotty, Stephen",572039,Athletics,2021,RF,-2,-2,0,-2,-2,1,-2,-1,85%,87%,-2%
"Polanco, Gregory",570256,Pirates,2021,RF,-1,-1,-1,0,-1,0,-1,0,87%,87%,0%
"Renfroe, Hunter",592669,Red Sox,2021,RF,-2,-2,1,0,-1,-2,0,-2,85%,86%,-1%
"Reyes, Victor",622682,Tigers,2021,RF,0,0,0,1,-1,0,1,-1,87%,87%,0%
