"last_name, first_name",player_id,display_team_name,year,primary_pos_formatted,fielding_runs_prevented,outs_above_average,outs_above_average_infront,outs_above_average_lateral_toward3bline,outs_above_average_lateral_toward1bline,outs_above_average_behind,outs_above_average_rhh,outs_above_average_lhh,actual_success_rate_formatted,adj_estimated_success_rate_formatted,diff_success_rate_formatted
"Schoop, Jonathan",570731,Tigers,2022,2B,20,27,5,15,4,3,14,13,79%,72%,7%
"Segura, Jean",516416,Phillies,2022,2B,2,3,2,1,0,-1,0,3,74%,73%,1%
"Semien, Marcus",543760,Rangers,2022,2B,6,8,7,3,-4,2,0,8,78%,77%,1%
"Story, Trevor",596115,Red Sox,2022,2B,7,10,1,2,7,1,8,1,82%,78%,4%
"Stott, Bryson",681082,Phillies,2022,SS,2,3,1,1,2,0,1,2,78%,76%,2%
"Torres, Gleyber",650402,Yankees,2022,2B,-1,-1,-1,2,-1,-1,1,-2,79%,79%,0%
"Wong, Kolten",543939,Brewers,2022,2B,-8,-10,-7,-3,0,1,-4,-6,76%,79%,-3%
"Anderson, Brian",605119,Marlins,2022,3B,-2,-2,-2,0,-1,1,-3,1,68%,69%,-1%
"Arenado, Nolan",571448,Cardinals,2022,3B,11,15,4,6,5,0,14,1,73%,70%,3%
"Bohm, Alec",664761,Phillies,2022,3B,-6,-8,1,-9,-1,0,-8,0,69%,71%,-2%
"Bregman, Alex",608324,Astros,2022,3B,6,8,1,0,5,2,6,2,72%,71%,1%
"Candelario, Jeimer",600869,Tigers,2022,3B,-4,-5,4,-2,-6,-2,-4,-1,69%,70%,-1%
"Chapman, Matt",656305,Blue Jays,2022,3B,1,2,2,-1,0,1,3,-2,73%,72%,1%
"Devers, Rafael",646240,Red Sox,2022,3B,-1,-2,-2,0,0,0,-2,0,70%,70%,0%
"Donaldson, Josh",518626,Yankees,2022,3B,4,5,-1,4,4,-2,7,-2,74%,73%,1%
"Drury, Brandon",592273,---,2022,3B,0,0,-1,-1,2,1,-3,3,64%,64%,0%
"Duran, Ezequiel",677649,Rangers,2022,3B,0,-1,-2,0,1,0,-2,2,69%,69%,0%
"Díaz, Yandy",650490,Rays,2022,3B,-6,-8,3,-3,-9,0,-7,-1,68%,70%,-2%
"Escobar, Eduardo",500871,Mets,2022,3B,-4,-6,-1,-8,2,1,-5,0,65%,66%,-1%
"Franco, Maikel",596748,Nationals,2022,3B,-2,-3,-2,3,-5,0,-3,0,69%,70%,-1%
"Hayes, Ke'Bryan",663647,Pirates,2022,3B,14,18,13,4,2,0,17,1,73%,70%,3%
"LeMahieu, DJ",518934,Yankees,2022,3B,4,5,1,3,1,0,2,3,77%,74%,3%
"Longoria, Evan",446334,Giants,2022,3B,1,1,1,1,-1,0,0,1,72%,72%,0%
"Machado, Manny",592518,Padres,2022,3B,7,9,6,2,2,-1,7,3,72%,69%,3%
"Machín, Vimael",605353,Athletics,2022,3B,-3,-4,1,0,-4,0,-2,-2,66%,68%,-2%
"McMahon, Ryan",641857,Rockies,2022,3B,7,9,5,3,-1,2,4,5,70%,68%,2%
"Moncada, Yoán",660162,White Sox,2022,3B,3,4,1,5,-2,1,2,2,74%,73%,1%
"Muncy, Max",571970,Dodgers,2022,3B,-1,-2,-6,0,4,0,-1,-1,73%,74%,-1%
"Paredes, Isaac",670623,Rays,2022,3B,1,1,1,0,0,0,3,-2,70%,69%,1%
"Peterson, Jace",607054,Brewers,2022,3B,5,7,0,4,3,0,6,1,76%,73%,3%
"Ramírez, José",608070,Guardians,2022,3B,3,4,2,4,0,-2,10,-6,71%,70%,1%
"Rendon, Anthony",543685,Angels,2022,3B,0,1,2,1,-2,0,1,-1,72%,72%,0%
"Riley, Austin",663586,Braves,2022,3B,-4,-5,-4,1,-2,0,-6,0,72%,73%,-1%
"Rivera, Emmanuel",656896,---,2022,3B,2,3,5,1,-3,0,3,1,71%,70%,1%
"Rojas, Josh",668942,D-backs,2022,3B,-4,-6,-2,1,-7,2,-6,1,69%,71%,-2%
"Suárez, Eugenio",553993,Mariners,2022,3B,0,0,0,0,-1,1,2,-2,72%,72%,0%
"Turner, Justin",457759,Dodgers,2022,3B,-1,-2,-2,-1,3,-2,-1,-1,74%,75%,-1%
"Urshela, Gio",570482,Twins,2022,3B,-4,-5,-4,-2,2,0,-3,-2,69%,70%,-1%
"Urías, Luis",649966,Brewers,2022,3B,-1,-1,0,-2,1,0,-2,1,73%,73%,0%
"Urías, Ramón",602104,Orioles,2022,3B,6,8,4,-1,4,0,5,3,78%,75%,3%
"Vargas, Ildemaro",545121,Nationals,2022,3B,4,6,1,2,2,0,6,-1,77%,74%,3%
"Wisdom, Patrick",621550,Cubs,2022,3B,-8,-11,-2,-3,-4,-2,-7,-3,67%,70%,-3%
"Witt Jr., Bobby",677951,Royals,2022,SS,-2,-2,4,-4,-3,1,-5,3,67%,69%,-2%
"Abrams, CJ",682928,---,2022,SS,-6,-8,-4,-1,-5,1,-8,-1,73%,75%,-2%
"Adames, Willy",642715,Brewers,2022,SS,7,10,7,6,-5,1,7,2,78%,76%,2%
"Allen, Nick",669397,Athletics,2022,SS,6,8,-2,5,4,0,4,4,81%,79%,2%
"Anderson, Tim",641313,White Sox,2022,SS,-2,-2,-2,2,-2,-1,-4,2,71%,71%,0%
"Andrus, Elvis",462101,---,2022,SS,2,3,12,0,-7,-2,8,-5,73%,73%,0%
"Barrero, José",676480,Reds,2022,SS,-1,-2,0,-2,0,0,-1,-1,73%,74%,-1%
"Bichette, Bo",666182,Blue Jays,2022,SS,-5,-7,-10,1,0,2,-12,5,75%,76%,-1%
"Bogaerts, Xander",593428,Red Sox,2022,SS,4,5,6,-2,2,-1,-3,8,77%,76%,1%
"Báez, Javier",595879,Tigers,2022,SS,1,1,3,4,-6,1,2,-1,73%,72%,1%
"Correa, Carlos",621043,Twins,2022,SS,-2,-3,3,2,-7,-1,-1,-3,78%,79%,-1%
"Crawford, Brandon",543063,Giants,2022,SS,6,7,3,7,-3,0,8,-1,72%,70%,2%
"Crawford, J.P.",641487,Mariners,2022,SS,-8,-11,-3,-3,-2,-2,-10,0,75%,77%,-2%
"Cruz, Oneil",665833,Pirates,2022,SS,-7,-9,-3,-2,-4,-1,-6,-4,77%,80%,-3%
"DeJong, Paul",657557,Cardinals,2022,SS,4,5,3,-1,4,0,4,1,77%,74%,3%
"Edman, Tommy",669242,Cardinals,2022,SS,8,11,5,3,2,1,9,2,81%,77%,4%
"Farmer, Kyle",571657,Reds,2022,SS,-3,-3,-2,4,-4,-1,-1,-2,74%,75%,-1%
"Franco, Wander",677551,Rays,2022,SS,1,1,-1,-1,1,2,-2,3,79%,78%,1%
"García Jr., Luis",671277,Nationals,2022,SS,-10,-14,-6,-6,-1,0,-10,-3,68%,74%,-6%
"Gregorius, Didi",544369,Phillies,2022,SS,-4,-5,-2,-1,-2,1,-4,0,73%,76%,-3%
"Hoerner, Nico",663538,Cubs,2022,SS,9,13,3,7,5,-1,4,9,80%,77%,3%
"Iglesias, Jose",578428,Rockies,2022,SS,0,-1,5,2,-7,-1,4,-4,69%,69%,0%
"Kim, Ha-Seong",673490,Padres,2022,SS,6,8,3,1,3,0,6,1,77%,75%,2%
"Kiner-Falefa, Isiah",643396,Yankees,2022,SS,-3,-4,-11,3,3,1,-5,2,78%,79%,-1%
"Lindor, Francisco",596019,Mets,2022,SS,8,11,5,5,1,0,11,0,76%,74%,2%
"Lopez, Nicky",670032,Royals,2022,2B,5,6,2,3,0,1,5,1,76%,73%,3%
"Mateo, Jorge",622761,Orioles,2022,SS,8,10,5,1,2,3,7,3,75%,73%,2%
"Perdomo, Geraldo",672695,D-backs,2022,SS,0,0,3,-2,-1,1,3,-3,75%,76%,-1%
"Peña, Jeremy",665161,Astros,2022,SS,5,7,3,3,0,0,3,4,80%,79%,1%
"Rojas, Miguel",500743,Marlins,2022,SS,7,10,5,2,3,0,7,2,77%,75%,2%
"Rosario, Amed",642708,Guardians,2022,SS,-7,-9,2,-1,-10,1,-6,-3,75%,76%,-1%
"Seager, Corey",608369,Rangers,2022,SS,3,4,1,0,3,0,5,-1,72%,72%,0%
"Stott, Bryson",681082,Phillies,2022,SS,0,-1,1,3,-4,-1,1,-1,73%,74%,-1%
"Swanson, Dansby",621020,Braves,2022,SS,16,21,11,12,-2,1,21,1,78%,75%,3%
"Turner, Trea",607208,Dodgers,2022,SS,-1,-1,-1,-1,0,1,0,-1,76%,76%,0%
"Velazquez, Andrew",623205,Angels,2022,SS,2,3,-2,3,0,2,0,3,79%,79%,0%
"Walls, Taylor",670764,Rays,2022,SS,-6,-8,-9,1,0,0,-8,0,80%,83%,-3%
"Witt Jr., Bobby",677951,Royals,2022,SS,-7,-9,-4,-2,-2,-1,-5,-4,69%,71%,-2%
"Adell, Jo",666176,Angels,2022,LF,-3,-4,1,-3,-1,-1,-5,1,83%,86%,-3%
"Alvarez, Yordan",670541,Astros,2022,LF,-5,-6,1,-2,-5,1,-2,-4,83%,88%,-5%
"Arozarena, Randy",668227,Rays,2022,LF,-3,-3,2,-2,-1,-2,-2,-1,85%,87%,-2%
"Baddoo, Akil",668731,Tigers,2022,LF,1,1,-1,0,3,0,2,-1,92%,91%,1%
"Benintendi, Andrew",643217,---,2022,LF,-1,-1,1,1,-3,1,-2,1,88%,88%,0%
"Canha, Mark",592192,Mets,2022,LF,-2,-2,0,1,-3,1,0,-2,85%,86%,-1%
"Dickerson, Corey",572816,Cardinals,2022,LF,1,1,0,0,0,0,0,1,92%,91%,1%
"Gallo, Joey",608336,---,2022,LF,-2,-2,0,-2,0,0,-3,1,81%,83%,-2%
"Gamel, Ben",592325,Pirates,2022,LF,-3,-3,-1,0,-3,1,0,-3,83%,86%,-3%
"Gordon, Nick",624503,Twins,2022,LF,1,1,-1,1,1,0,0,1,86%,85%,1%
"Grossman, Robbie",543257,---,2022,LF,0,0,0,-1,-2,2,0,0,87%,87%,0%
"Gurriel Jr., Lourdes",666971,Blue Jays,2022,LF,-2,-3,0,1,-4,0,-2,-1,86%,88%,-2%
"Happ, Ian",664023,Cubs,2022,LF,2,2,1,1,-3,3,2,0,87%,87%,0%
"Hays, Austin",669720,Orioles,2022,LF,-3,-3,-1,-1,-3,1,-3,0,85%,87%,-2%
"Hernandez, Yadiel",628450,Nationals,2022,LF,-4,-5,1,-1,-4,0,-3,-1,82%,85%,-3%
"Hicks, Aaron",543305,Yankees,2022,CF,1,1,0,0,1,0,1,0,88%,87%,1%
"Hilliard, Sam",656541,Rockies,2022,LF,-1,-1,0,0,-1,0,-2,2,90%,91%,-1%
"Joe, Connor",656582,Rockies,2022,LF,-1,-1,0,-2,1,0,-2,1,86%,87%,-1%
"Kemp, Tony",643393,Athletics,2022,2B,-2,-2,0,-3,-1,1,-2,0,88%,90%,-2%
"Kwan, Steven",680757,Guardians,2022,LF,10,11,-1,5,4,3,7,4,91%,87%,4%
"Marsh, Brandon",669016,Angels,2022,CF,7,7,1,3,1,1,5,2,93%,88%,5%
"O'Neill, Tyler",641933,Cardinals,2022,LF,3,4,1,1,-1,2,2,1,87%,84%,3%
"Ozuna, Marcell",542303,Braves,2022,LF,-2,-2,0,-2,-1,0,-1,-2,84%,87%,-3%
"Pederson, Joc",592626,Giants,2022,LF,-8,-9,-1,-1,-6,-1,-4,-5,79%,84%,-5%
"Peralta, David",444482,---,2022,LF,5,6,5,3,-2,0,4,2,89%,86%,3%
"Pham, Tommy",502054,---,2022,LF,-5,-5,0,-1,-2,-2,-4,-1,85%,87%,-2%
"Pinder, Chad",640461,Athletics,2022,LF,-1,-1,0,-1,2,-1,-1,0,87%,88%,-1%
"Pollock, AJ",572041,White Sox,2022,LF,-1,-1,0,1,-2,0,-4,3,85%,86%,-1%
"Profar, Jurickson",595777,Padres,2022,LF,-4,-4,-2,1,-3,0,-2,-2,84%,86%,-2%
"Rosario, Eddie",592696,Braves,2022,LF,-2,-2,2,0,-4,1,-2,0,84%,87%,-3%
"Schwarber, Kyle",656941,Phillies,2022,LF,-11,-12,-3,-1,-7,-2,-7,-5,82%,86%,-4%
"Soler, Jorge",624585,Marlins,2022,LF,-1,-2,1,-2,0,-1,0,-2,86%,88%,-2%
"Suwinski, Jack",669261,Pirates,2022,LF,0,0,0,-1,2,-1,1,-1,82%,82%,0%
"Tapia, Raimel",606132,Blue Jays,2022,LF,-3,-3,0,-1,-2,-1,-2,-1,86%,88%,-2%
"Taylor, Chris",621035,Dodgers,2022,LF,-1,-1,1,-2,0,0,0,0,85%,86%,-1%
"Thomas, Lane",657041,Nationals,2022,CF,-1,-2,1,-2,-1,0,-1,-1,91%,92%,-1%
"Vaughn, Andrew",683734,White Sox,2022,RF,-8,-9,-1,-1,-4,-3,-2,-7,77%,87%,-10%
"Verdugo, Alex",657077,Red Sox,2022,LF,-3,-3,1,-2,-3,1,1,-4,83%,85%,-2%
"Winker, Jesse",608385,Mariners,2022,LF,-8,-9,-2,-3,-3,-1,-5,-3,81%,85%,-4%
"Yelich, Christian",592885,Brewers,2022,LF,-4,-4,0,-3,-1,0,-2,-2,87%,89%,-2%
"Bader, Harrison",664056,---,2022,CF,5,6,3,3,0,0,1,5,94%,91%,3%
"Bellinger, Cody",641355,Dodgers,2022,CF,6,6,-1,4,2,2,4,2,91%,89%,2%
"Buxton, Byron",621439,Twins,2022,CF,6,7,1,1,4,0,4,3,95%,90%,5%
"Carlson, Dylan",666185,Cardinals,2022,CF,3,3,0,1,2,0,2,1,88%,86%,2%
"Celestino, Gilberto",665482,Twins,2022,CF,2,2,-1,2,2,-1,0,2,90%,89%,1%
"Daza, Yonathan",602074,Rockies,2022,CF,1,1,0,-1,3,-1,-1,1,88%,88%,0%
"Duran, Jarren",680776,Red Sox,2022,CF,-2,-2,0,2,-4,0,-1,-2,84%,85%,-1%
"Duvall, Adam",594807,Braves,2022,CF,3,3,1,1,1,1,2,1,95%,92%,3%
"García, Adolis",666969,Rangers,2022,RF,3,3,0,2,2,-1,3,0,92%,89%,3%
"Greene, Riley",682985,Tigers,2022,CF,1,1,-5,5,2,0,0,1,89%,89%,0%
"Grichuk, Randal",545341,Rockies,2022,RF,-2,-2,0,-1,0,-1,1,-3,88%,90%,-2%
"Grisham, Trent",663757,Padres,2022,CF,15,16,2,5,7,2,10,6,92%,88%,4%
"Harris II, Michael",671739,Braves,2022,CF,5,6,-2,4,4,1,3,3,91%,89%,2%
"Hernández, Enrique",571771,Red Sox,2022,CF,2,2,-1,3,0,0,1,1,92%,91%,1%
"Herrera, Odúbel",546318,Phillies,2022,CF,1,1,-1,1,2,0,2,-1,91%,91%,0%
"Hicks, Aaron",543305,Yankees,2022,CF,-1,-1,0,1,-1,-1,2,-2,89%,89%,0%
"Judge, Aaron",592450,Yankees,2022,CF,1,1,-2,2,0,1,-1,2,91%,90%,1%
"Kiermaier, Kevin",595281,Rays,2022,CF,1,1,0,-1,2,0,2,0,93%,92%,1%
"Marsh, Brandon",669016,---,2022,CF,-1,-1,-1,-1,1,0,-2,1,90%,90%,0%
"McCormick, Chas",676801,Astros,2022,CF,6,7,1,3,3,1,3,4,94%,89%,5%
"Meyers, Jake",676694,Astros,2022,CF,6,7,2,2,3,0,4,3,94%,88%,6%
"Morel, Christopher",666624,Cubs,2022,2B,-4,-4,0,-2,-1,-1,-1,-3,87%,91%,-4%
"Mullins, Cedric",656775,Orioles,2022,CF,9,10,-2,5,6,1,9,1,89%,86%,3%
"Nimmo, Brandon",607043,Mets,2022,CF,6,6,0,3,2,1,5,1,92%,90%,2%
"Ortega, Rafael",542364,Cubs,2022,CF,-1,-1,0,1,-1,-1,-1,0,88%,88%,0%
"Pache, Cristian",665506,Athletics,2022,CF,5,6,0,3,2,1,5,1,93%,90%,3%
"Reynolds, Bryan",668804,Pirates,2022,CF,-6,-6,0,0,-4,-2,1,-7,87%,89%,-2%
"Robert Jr., Luis",673357,White Sox,2022,CF,2,2,0,1,2,0,-1,3,90%,89%,1%
"Robles, Victor",645302,Nationals,2022,CF,5,5,2,3,2,-1,6,-1,92%,90%,2%
"Rodríguez, Julio",677594,Mariners,2022,CF,7,8,1,4,3,1,6,2,95%,93%,2%
"Senzel, Nick",669222,Reds,2022,CF,-1,-1,-1,0,1,-1,-2,1,89%,89%,0%
"Siri, Jose",642350,---,2022,CF,12,13,2,5,7,0,12,1,96%,90%,6%
"Slater, Austin",596103,Giants,2022,CF,1,1,1,2,0,-2,1,-1,90%,90%,0%
"Springer, George",543807,Blue Jays,2022,CF,0,0,0,1,-1,1,2,-2,91%,91%,0%
"Straw, Myles",664702,Guardians,2022,CF,12,14,2,5,6,0,8,6,91%,88%,3%
"Sánchez, Jesús",660821,Marlins,2022,CF,-3,-3,0,0,-2,-1,-2,-1,88%,90%,-2%
"Taveras, Leody",665750,Rangers,2022,CF,4,4,-1,3,1,0,1,4,89%,87%,2%
"Taylor, Michael A.",572191,Royals,2022,CF,5,5,-3,2,5,1,3,2,90%,88%,2%
"Taylor, Tyrone",621438,Brewers,2022,CF,4,5,0,2,2,1,3,2,92%,89%,3%
"Thomas, Alek",677950,D-backs,2022,CF,6,7,1,1,3,1,4,3,92%,90%,2%
"Thomas, Lane",657041,Nationals,2022,CF,1,1,1,1,1,-1,1,0,90%,89%,1%
"Trout, Mike",545361,Angels,2022,CF,3,3,0,1,2,0,3,0,91%,90%,1%
"Vierling, Matt",663837,Phillies,2022,CF,-2,-2,-1,-1,-1,0,-1,-1,90%,91%,-1%
"Yastrzemski, Mike",573262,Giants,2022,CF,3,3,1,2,0,-1,3,0,90%,89%,1%
"Zimmer, Bradley",605548,---,2022,CF,3,3,-1,0,4,0,1,3,89%,86%,3%
"Acuña Jr., Ronald",660670,Braves,2022,RF,-7,-8,0,-3,-4,-1,-6,-2,86%,90%,-4%
"Aquino, Aristides",606157,Reds,2022,RF,1,1,-1,0,1,1,0,2,89%,88%,1%
"Betts, Mookie",605141,Dodgers,2022,RF,2,3,1,-1,0,2,0,3,90%,90%,0%
"Blackmon, Charlie",453568,Rockies,2022,RF,-4,-5,0,-1,-3,0,-4,-1,81%,86%,-5%
"Bradley Jr., Jackie",598265,---,2022,RF,4,4,1,1,2,0,2,3,87%,84%,3%
"Calhoun, Kole",594777,Rangers,2022,RF,0,0,-1,2,-1,-1,0,0,88%,88%,0%
"Castellanos, Nick",592206,Phillies,2022,RF,-8,-8,-1,-3,-3,-1,-3,-5,83%,86%,-3%
"García, Adolis",666969,Rangers,2022,RF,-2,-2,1,-2,0,-1,-1,-1,86%,87%,-1%
"García, Avisaíl",541645,Marlins,2022,RF,0,-1,1,-1,0,-2,0,-1,83%,84%,-1%
"Gonzalez, Oscar",660757,Guardians,2022,RF,-5,-5,2,-2,-5,0,-4,-2,86%,89%,-3%
"González, Luis",670768,Giants,2022,RF,-4,-4,-1,-1,-2,0,-3,-1,86%,90%,-4%
"Grichuk, Randal",545341,Rockies,2022,RF,0,0,1,-1,0,0,0,0,85%,85%,0%
"Grossman, Robbie",543257,---,2022,LF,1,1,1,0,0,0,2,-1,90%,90%,0%
"Haniger, Mitch",571745,Mariners,2022,RF,2,2,1,1,0,1,1,2,90%,88%,2%
"Hays, Austin",669720,Orioles,2022,LF,-1,-1,0,-1,0,0,-2,1,87%,88%,-1%
"Hernández, Teoscar",606192,Blue Jays,2022,RF,-3,-3,0,-3,-2,1,2,-5,87%,88%,-1%
"Isbel, Kyle",664728,Royals,2022,RF,5,6,3,1,3,-1,4,2,89%,83%,6%
"Judge, Aaron",592450,Yankees,2022,CF,2,2,0,0,1,1,2,1,89%,88%,1%
"Kepler, Max",596146,Twins,2022,RF,10,12,3,7,1,1,7,4,90%,85%,5%
"Laureano, Ramón",657656,Athletics,2022,RF,-1,-1,0,0,-1,0,0,-2,86%,87%,-1%
"Margot, Manuel",622534,Rays,2022,RF,-1,-1,0,1,0,-1,0,0,85%,86%,-1%
"Marte, Starling",516782,Mets,2022,RF,-1,-1,1,-1,-1,0,0,-1,86%,87%,-1%
"Mazara, Nomar",608577,Padres,2022,RF,1,1,1,0,0,0,0,1,90%,90%,0%
"Mitchell, Cal",668751,Pirates,2022,RF,-3,-4,0,-5,0,1,-1,-3,81%,85%,-4%
"Naquin, Tyler",571980,---,2022,RF,0,0,-1,0,0,1,1,0,85%,85%,0%
"Nootbaar, Lars",663457,Cardinals,2022,RF,1,1,0,0,-1,1,1,0,85%,84%,1%
