Name,Age,#days,Lev,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID,AVG
Sergio Alc\xc3\xa1ntara,28,331,Maj-NL,San Francisco,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,642727,0.0
Blaze Alexander,26,246,Maj-NL,Arizona,74,266,230,31,53,12,1,7,28,22,0,86,10,3,1,5,4,6,0.23,0.323,0.383,0.706,677942,0.23
CJ Alexander,28,363,Maj-AL,Athletics,6,17,17,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0.176,0.176,0.176,0.353,680769,0.176
Tyler Alexander,30,351,Maj-AL,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641302,0.0
Jorge Alfaro,32,246,Maj-NL,Washington,14,39,39,3,10,2,0,0,3,0,0,14,0,0,0,0,1,0,0.256,0.256,0.308,0.564,595751,0.256
Greg Allen,32,289,Maj-AL,Baltimore,7,14,14,1,0,0,0,0,0,0,0,5,0,0,0,2,0,1,0.0,0.0,0.0,0.0,656185,0.0
Nick Allen,26,245,Maj-NL,Atlanta,135,416,371,32,82,11,0,0,22,31,0,99,3,8,3,8,8,7,0.221,0.284,0.251,0.535,669397,0.221
Pete Alonso,30,245,Maj-NL,New York,162,709,624,87,170,41,1,38,126,61,5,162,15,0,9,23,1,2,0.272,0.347,0.524,0.871,624413,0.272
Jose Altuve,35,246,Maj-AL,Houston,155,654,588,80,156,24,1,26,77,55,5,109,4,1,6,20,10,6,0.265,0.329,0.442,0.771,514888,0.265
Francisco Alvarez,23,245,Maj-NL,New York,76,277,246,32,63,12,1,11,32,27,0,73,4,0,0,6,0,0,0.256,0.339,0.447,0.787,682626,0.256
Nacho Alvarez Jr.,22,245,Maj-NL,Atlanta,58,208,188,18,44,12,0,2,15,12,0,49,5,2,1,1,0,0,0.234,0.296,0.33,0.626,805373,0.234
Yordan Alvarez,28,258,Maj-AL,Houston,48,199,165,17,45,8,0,6,27,28,5,33,0,0,6,1,1,1,0.273,0.367,0.43,0.797,670541,0.273
Adael Amador,22,291,Maj-NL,Colorado,41,128,113,5,20,7,0,1,10,11,0,27,1,3,0,2,1,1,0.177,0.256,0.265,0.521,691182,0.177
Jacob Amaya,26,295,Maj-AL,Chicago,36,73,66,7,7,1,0,0,8,3,0,16,0,1,3,1,2,0,0.106,0.139,0.121,0.26,676070,0.106
Miguel Amaya,26,291,Maj-NL,Chicago,28,103,96,14,27,9,0,4,25,4,0,22,1,1,1,0,0,0,0.281,0.314,0.5,0.814,665804,0.281
Tim Anderson,32,371,Maj-AL,Los Angeles,31,90,83,8,17,3,0,0,3,3,0,29,3,1,0,1,1,1,0.205,0.258,0.241,0.499,641313,0.205
Miguel Andujar,30,243,"Maj-AL,Maj-NL","Athletics,Cincinnati",95,346,325,37,102,17,1,10,44,18,1,50,1,0,2,8,1,0,0.314,0.35,0.465,0.814,609280,0.314
Roman Anthony,21,271,Maj-AL,Boston,71,303,257,48,75,18,1,8,32,40,0,84,5,0,1,2,4,1,0.292,0.396,0.463,0.859,701350,0.292
Jonathan Aranda,27,245,Maj-AL,Tampa Bay,106,422,370,56,117,22,0,14,59,41,3,107,8,0,3,9,0,2,0.316,0.393,0.489,0.883,666018,0.316
Orlando Arcia,30,249,Maj-NL,"Atlanta,Colorado",76,214,203,13,41,7,1,3,13,10,0,47,0,0,1,4,0,1,0.202,0.238,0.291,0.529,606115,0.202
Nolan Arenado,34,246,Maj-NL,St. Louis,106,436,401,48,95,18,1,12,52,28,4,49,3,0,4,10,3,0,0.237,0.289,0.377,0.666,571448,0.237
Gabriel Arias,25,241,Maj-AL,Cleveland,132,481,442,44,97,25,2,11,55,27,1,165,7,1,4,9,8,4,0.219,0.273,0.36,0.633,672356,0.219
Randy Arozarena,30,223,Maj-AL,Seattle,172,765,661,105,155,33,1,28,78,68,2,210,31,0,5,10,36,6,0.234,0.332,0.415,0.747,668227,0.234
Luis Arraez,28,241,Maj-NL,San Diego,157,687,631,66,183,30,4,8,61,34,0,22,2,13,7,12,12,4,0.29,0.325,0.388,0.713,650333,0.29
Drew Avans,29,350,"Maj-AL,Maj-NL","Athletics,Milwaukee",8,18,17,1,2,0,0,0,1,0,0,6,0,0,1,0,1,0,0.118,0.111,0.118,0.229,682183,0.118
Jos\xc3\xa9 Az\xc3\xb3car,29,350,Maj-NL,"Atlanta,New York",14,21,19,5,5,0,0,0,1,2,0,1,0,0,0,0,1,0,0.263,0.333,0.263,0.596,640492,0.263
Akil Baddoo,26,373,Maj-AL,Detroit,7,18,17,0,2,1,0,0,1,1,0,5,0,0,0,0,1,0,0.118,0.167,0.176,0.343,668731,0.118
Harrison Bader,31,234,"Maj-AL,Maj-NL","Minnesota,Philadelphia",149,505,450,61,125,24,1,17,55,39,0,137,12,0,4,5,11,7,0.278,0.349,0.449,0.797,664056,0.278
Jihwan Bae,25,259,Maj-NL,Pittsburgh,13,25,20,4,1,0,0,0,0,5,0,9,0,0,0,0,4,1,0.05,0.24,0.05,0.29,678225,0.05
Javier B\xc3\xa1ez,32,233,Maj-AL,Detroit,134,470,449,58,117,19,3,13,62,11,0,112,6,0,3,8,6,1,0.261,0.286,0.403,0.689,595879,0.261
Patrick Bailey,26,245,Maj-NL,San Francisco,135,452,409,47,91,18,3,6,55,30,0,133,3,4,6,7,1,0,0.222,0.277,0.325,0.602,672275,0.222
Luken Baker,28,389,Maj-NL,St. Louis,19,41,34,3,8,3,0,0,2,7,0,10,0,0,0,3,0,0,0.235,0.366,0.324,0.689,663609,0.235
Brooks Baldwin,24,245,Maj-AL,Chicago,103,328,300,32,72,15,1,11,38,21,0,86,1,4,2,9,5,0,0.24,0.29,0.407,0.697,681460,0.24
Drake Baldwin,24,245,Maj-NL,Atlanta,124,446,405,56,111,18,2,19,80,38,0,68,3,0,0,9,0,0,0.274,0.341,0.469,0.81,686948,0.274
Mois\xc3\xa9s Ballesteros,21,232,Maj-NL,Chicago,23,69,60,12,17,2,1,2,11,9,1,13,0,0,0,2,0,0,0.283,0.377,0.45,0.827,694208,0.283
Will Banfield,25,270,Maj-NL,Cincinnati,7,10,10,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0.1,0.1,0.1,0.2,677943,0.1
David Ba\xc3\xb1uelos,28,322,Maj-AL,Baltimore,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.5,0.0,0.5,675915,0.0
Addison Barger,25,211,Maj-AL,Toronto,152,570,520,69,134,36,1,24,83,44,4,133,3,0,2,8,4,1,0.258,0.318,0.469,0.787,680718,0.258
Austin Barnes,35,386,Maj-NL,Los Angeles,13,44,42,4,9,3,0,0,2,1,0,14,0,1,0,1,0,0,0.214,0.233,0.286,0.518,605131,0.214
Tucker Barnhart,34,366,Maj-AL,Texas,8,15,13,0,3,0,0,0,0,1,0,4,1,0,0,2,0,0,0.231,0.333,0.231,0.564,571466,0.231
Jose Barrero,27,343,Maj-NL,St. Louis,22,31,29,4,4,1,0,1,3,1,0,9,1,0,0,0,0,0,0.138,0.194,0.276,0.469,676480,0.138
Jorge Barrosa,24,245,Maj-NL,Arizona,33,77,71,8,10,3,0,1,7,2,0,22,1,0,3,1,0,0,0.141,0.169,0.225,0.394,678489,0.141
Joey Bart,28,245,Maj-NL,Pittsburgh,93,332,285,21,71,12,1,4,30,40,0,93,7,0,0,14,1,1,0.249,0.355,0.34,0.696,663698,0.249
Samuel Basallo,20,246,Maj-AL,Baltimore,31,118,109,10,18,6,0,4,15,6,0,30,3,0,0,4,0,0,0.165,0.229,0.33,0.559,694212,0.165
Brett Baty,25,247,Maj-NL,New York,129,432,393,53,100,13,2,18,50,33,0,108,2,0,3,6,8,0,0.254,0.313,0.435,0.748,683146,0.254
Jake Bauers,29,226,Maj-NL,Milwaukee,91,232,196,29,47,10,0,8,31,33,1,62,2,0,1,1,9,1,0.24,0.353,0.413,0.767,641343,0.24
Dylan Beavers,23,245,Maj-AL,Baltimore,35,137,110,16,25,5,1,4,14,26,0,36,0,1,0,0,2,2,0.227,0.375,0.4,0.775,687637,0.227
Jordan Beck,24,245,Maj-NL,Colorado,148,588,539,62,139,27,5,16,53,43,0,174,4,0,1,9,19,8,0.258,0.317,0.416,0.732,687597,0.258
Josh Bell,32,245,Maj-NL,Washington,140,533,468,54,111,16,1,22,63,57,1,88,5,0,3,15,0,3,0.237,0.325,0.417,0.741,605137,0.237
Cody Bellinger,29,235,Maj-AL,New York,159,687,616,93,166,27,5,30,102,59,2,95,2,0,10,8,13,2,0.269,0.33,0.476,0.806,641355,0.269
Andrew Benintendi,30,252,Maj-AL,Chicago,116,470,420,57,101,16,2,20,63,40,2,82,3,0,6,5,1,0,0.24,0.307,0.431,0.738,643217,0.24
Will Benson,27,242,Maj-NL,Cincinnati,91,255,231,31,52,8,2,12,41,17,1,68,1,0,6,4,2,2,0.225,0.275,0.433,0.707,666181,0.225
Warming Bernabel,23,245,Maj-NL,Colorado,40,146,139,15,35,8,1,4,14,7,0,25,0,0,0,2,1,1,0.252,0.288,0.41,0.698,682653,0.252
Steward Berroa,26,288,Maj-NL,Milwaukee,2,6,5,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0.0,0.167,0.0,0.167,672642,0.0
Jon Berti,35,294,Maj-NL,Chicago,51,107,100,12,21,2,0,0,2,5,0,22,2,0,0,1,11,3,0.21,0.262,0.23,0.492,542932,0.21
Mookie Betts,32,211,Maj-NL,Los Angeles,167,744,659,99,168,27,3,20,90,71,3,77,4,0,10,17,8,2,0.255,0.327,0.396,0.723,605141,0.255
Bo Bichette,27,211,Maj-AL,Toronto,146,655,605,80,189,44,1,19,100,44,2,95,3,0,3,18,4,3,0.312,0.36,0.483,0.843,666182,0.312
Cavan Biggio,30,371,Maj-AL,Kansas City,37,83,69,9,12,2,0,1,4,11,0,21,1,2,0,0,1,0,0.174,0.296,0.246,0.543,624415,0.174
Tyler Black,24,287,Maj-NL,Milwaukee,5,13,8,1,2,1,0,0,1,5,0,1,0,0,0,0,0,1,0.25,0.538,0.375,0.913,672012,0.25
Dairon Blanco,32,364,Maj-AL,Kansas City,9,8,6,2,1,1,0,0,1,0,0,2,0,2,0,0,3,2,0.167,0.167,0.333,0.5,680118,0.167
JJ Bleday,27,245,Maj-AL,Athletics,98,344,307,48,65,17,0,14,39,36,2,91,0,0,1,6,1,2,0.212,0.294,0.404,0.698,668709,0.212
Ryan Bliss,25,418,Maj-AL,Seattle,11,39,35,1,7,1,0,1,3,4,0,11,0,0,0,2,2,2,0.2,0.282,0.314,0.596,669208,0.2
Xander Bogaerts,32,241,Maj-NL,San Diego,139,564,503,63,133,31,0,11,54,48,3,97,4,1,8,12,21,2,0.264,0.329,0.392,0.72,593428,0.264
Alec Bohm,28,234,Maj-NL,Philadelphia,124,522,476,56,137,18,3,11,59,35,2,83,5,0,6,16,2,0,0.288,0.339,0.408,0.747,664761,0.288
Sean Bouchard,29,358,Maj-NL,Colorado,32,73,66,7,11,0,1,1,7,7,0,27,0,0,0,2,1,1,0.167,0.247,0.242,0.489,656248,0.167
Rob Brantly,35,406,Maj-NL,Miami,3,7,7,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0.429,0.429,0.429,0.857,542963,0.429
Alex Bregman,31,241,Maj-AL,Boston,117,508,443,64,121,29,0,18,63,54,3,72,9,0,2,13,1,1,0.273,0.362,0.46,0.823,608324,0.273
Will Brennan,27,377,Maj-AL,Cleveland,6,13,11,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0.091,0.231,0.091,0.322,686823,0.091
Jonah Bride,29,336,"Maj-AL,Maj-NL","Miami,Minnesota",45,125,112,7,19,2,0,0,5,11,1,39,1,0,1,1,0,0,0.17,0.248,0.188,0.436,681146,0.17
Trenton Brooks,29,310,Maj-NL,San Diego,25,43,41,5,6,2,0,1,2,2,0,13,0,0,0,2,0,0,0.146,0.186,0.268,0.454,670092,0.146
Seth Brown,32,354,Maj-AL,Athletics,38,76,65,6,12,2,0,1,3,9,0,23,2,0,0,2,1,0,0.185,0.303,0.262,0.564,664913,0.185
Vidal Bruj\xc3\xa1n,27,252,"Maj-AL,Maj-NL","Atlanta,Baltimore,Chicago",60,95,87,14,22,5,0,0,8,6,0,21,1,0,1,1,2,1,0.253,0.305,0.31,0.616,660644,0.253
Kris Bryant,33,414,Maj-NL,Colorado,11,41,39,2,6,2,0,0,1,2,0,13,0,0,0,1,0,0,0.154,0.195,0.205,0.4,592178,0.154
Jake Burger,29,245,Maj-AL,Texas,103,376,356,43,84,15,1,16,53,12,0,93,5,0,3,3,1,1,0.236,0.269,0.419,0.687,669394,0.236
Alec Burleson,26,246,Maj-NL,St. Louis,139,546,497,54,144,26,2,18,69,39,1,79,3,1,4,14,5,1,0.29,0.343,0.459,0.801,676475,0.29
Michael Busch,27,232,Maj-NL,Chicago,163,623,551,82,145,25,5,38,94,59,3,143,11,0,2,3,4,0,0.263,0.345,0.534,0.879,683737,0.263
Lawrence Butler,24,246,Maj-AL,Athletics,152,630,569,83,133,30,2,21,63,59,0,179,0,2,0,7,22,7,0.234,0.306,0.404,0.71,671732,0.234
Byron Buxton,31,246,Maj-AL,Minnesota,126,542,488,97,129,21,7,35,83,41,5,148,7,0,6,0,24,0,0.264,0.327,0.551,0.878,621439,0.264
Jos\xc3\xa9 Caballero,28,236,Maj-AL,"New York,Tampa Bay",129,375,318,52,75,18,1,5,36,47,0,99,4,4,2,1,49,11,0.236,0.34,0.346,0.686,676609,0.236
Oswaldo Cabrera,26,384,Maj-AL,New York,34,122,107,17,26,4,0,1,11,11,0,25,2,1,1,1,0,1,0.243,0.322,0.308,0.631,665828,0.243
Jac Caglianone,22,245,Maj-AL,Kansas City,62,232,210,19,33,6,1,7,18,18,0,52,4,0,0,4,1,0,0.157,0.237,0.295,0.532,695506,0.157
Owen Caissie,22,260,Maj-NL,Chicago,12,27,26,4,5,1,0,1,4,1,0,11,0,0,0,0,0,0,0.192,0.222,0.346,0.568,683357,0.192
Alex Call,30,214,Maj-NL,"Los Angeles,Washington",117,337,281,44,76,13,2,5,31,39,0,57,7,6,4,6,2,1,0.27,0.369,0.384,0.753,669743,0.27
Tyler Callihan,25,391,Maj-NL,Cincinnati,4,6,6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333,682997,0.167
Daz Cameron,28,342,Maj-NL,Milwaukee,21,42,41,7,8,1,0,1,3,1,0,13,0,0,0,1,1,0,0.195,0.214,0.293,0.507,663662,0.195
Junior Caminero,21,245,Maj-AL,Tampa Bay,154,653,602,93,159,28,0,45,110,41,1,125,3,0,7,31,7,1,0.264,0.311,0.535,0.846,691406,0.264
Kristian Campbell,23,347,Maj-AL,Boston,67,263,229,24,51,10,0,6,21,29,0,72,4,0,1,1,2,1,0.223,0.319,0.345,0.664,692225,0.223
Gustavo Campero,27,293,Maj-AL,Los Angeles,28,66,58,9,10,1,0,3,8,5,0,14,3,0,0,2,4,1,0.172,0.273,0.345,0.618,672569,0.172
Luis Campusano,26,322,Maj-NL,San Diego,10,27,21,0,0,0,0,0,0,6,0,11,0,0,0,2,0,0,0.0,0.222,0.0,0.222,669134,0.0
Alexander Canario,25,245,Maj-NL,Pittsburgh,87,234,216,25,47,6,1,6,20,17,0,80,0,0,1,5,3,1,0.218,0.274,0.338,0.611,672744,0.218
Jeimer Candelario,31,399,Maj-NL,Cincinnati,22,91,80,3,9,2,0,2,10,9,0,29,0,0,2,1,0,1,0.113,0.198,0.213,0.41,600869,0.113
Mark Canha,36,328,Maj-AL,Kansas City,46,125,113,9,24,3,0,1,6,7,0,24,3,0,2,1,0,1,0.212,0.272,0.265,0.537,592192,0.212
Dominic Canzone,27,223,Maj-AL,Seattle,92,298,272,31,76,11,0,11,33,21,0,69,3,0,2,7,3,1,0.279,0.336,0.441,0.777,686527,0.279
Vinny Capra,28,333,"Maj-AL,Maj-NL","Chicago,Milwaukee",47,105,96,10,12,2,0,1,6,3,0,25,1,3,2,5,2,0,0.125,0.157,0.177,0.334,681962,0.125
Victor Caratini,31,245,Maj-AL,Houston,114,386,344,35,89,14,0,12,46,23,0,65,13,0,6,8,1,0,0.259,0.324,0.404,0.728,605170,0.259
Dylan Carlson,26,247,Maj-AL,Baltimore,83,241,217,17,44,9,1,6,20,21,0,54,2,0,1,3,3,3,0.203,0.278,0.336,0.614,666185,0.203
Kerry Carpenter,27,233,Maj-AL,Detroit,138,503,465,70,118,19,5,28,68,25,2,117,7,0,2,3,1,1,0.254,0.301,0.497,0.797,681481,0.254
Corbin Carroll,24,247,Maj-NL,Arizona,143,642,564,107,146,32,17,31,84,67,4,153,7,0,4,6,32,6,0.259,0.343,0.541,0.883,682998,0.259
Evan Carter,22,283,Maj-AL,Texas,63,220,194,31,48,9,2,5,25,19,1,41,7,0,0,2,14,2,0.247,0.336,0.392,0.728,694497,0.247
Triston Casas,25,394,Maj-AL,Boston,29,112,99,5,18,3,0,3,11,11,2,27,2,0,0,3,0,0,0.182,0.277,0.303,0.58,671213,0.182
Nick Castellanos,33,234,Maj-NL,Philadelphia,151,604,562,73,139,29,2,17,75,32,0,136,4,0,6,14,4,0,0.247,0.29,0.397,0.687,592206,0.247
Willi Castro,28,245,"Maj-AL,Maj-NL","Chicago,Minnesota",120,454,402,58,91,17,3,11,33,40,1,111,11,1,0,12,10,4,0.226,0.313,0.366,0.679,650489,0.226
Andr\xc3\xa9s Chaparro,26,245,Maj-NL,Washington,34,73,66,4,12,2,0,1,5,5,0,22,1,0,1,0,0,0,0.182,0.247,0.258,0.504,665953,0.182
Matt Chapman,32,245,Maj-NL,San Francisco,127,535,454,76,105,23,2,21,61,71,1,126,6,0,4,8,9,4,0.231,0.34,0.43,0.77,656305,0.231
Tsung-Che Cheng,23,413,Maj-NL,Pittsburgh,3,7,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,0.0,691907,0.0
Jazz Chisholm Jr.,27,235,Maj-AL,New York,137,556,484,78,116,15,1,32,81,61,1,153,6,1,4,4,31,8,0.24,0.33,0.473,0.803,665862,0.24
Jackson Chourio,21,226,Maj-NL,Milwaukee,140,624,582,91,158,38,4,23,86,31,1,130,3,1,7,14,21,7,0.271,0.308,0.469,0.777,694192,0.271
Nathan Church,24,245,Maj-NL,St. Louis,27,65,56,9,10,1,0,1,8,3,0,18,3,2,1,0,1,0,0.179,0.254,0.25,0.504,701675,0.179
Denzel Clarke,25,315,Maj-AL,Athletics,47,159,148,18,34,8,2,3,8,6,0,61,3,2,0,1,6,0,0.23,0.274,0.372,0.646,672016,0.23
Jonatan Clase,23,335,Maj-AL,Toronto,34,112,100,10,21,3,0,2,9,10,0,28,1,1,0,1,3,1,0.21,0.288,0.3,0.588,682729,0.21
Kody Clemens,29,245,"Maj-AL,Maj-NL","Minnesota,Philadelphia",119,386,348,46,74,12,4,19,52,29,1,93,5,2,2,4,5,1,0.213,0.281,0.434,0.715,665019,0.213
Ernie Clement,29,211,Maj-AL,Toronto,175,665,618,96,181,41,3,10,59,28,1,66,5,7,7,14,7,5,0.293,0.325,0.417,0.743,676391,0.293
Zach Cole,24,245,Maj-AL,Houston,15,52,47,9,12,2,0,4,11,5,0,20,0,0,0,0,3,0,0.255,0.327,0.553,0.88,805904,0.255
Isaac Collins,27,226,Maj-NL,Milwaukee,136,451,381,57,98,22,3,9,54,58,0,100,6,3,3,8,16,7,0.257,0.362,0.402,0.763,686555,0.257
Michael Conforto,32,245,Maj-NL,Los Angeles,137,486,418,54,83,20,0,12,36,56,0,121,9,0,3,12,1,0,0.199,0.305,0.333,0.637,624424,0.199
Griffin Conine,27,246,Maj-NL,Miami,24,86,79,13,20,7,0,2,8,7,0,25,0,0,0,0,0,1,0.253,0.314,0.418,0.732,665052,0.253
William Contreras,27,226,Maj-NL,Milwaukee,159,696,600,94,155,29,0,19,79,87,4,127,3,0,6,16,6,4,0.258,0.352,0.402,0.754,661388,0.258
Willson Contreras,33,258,Maj-NL,St. Louis,135,563,490,70,126,31,1,20,80,44,1,142,23,1,4,15,5,1,0.257,0.344,0.447,0.791,575929,0.257
Billy Cook,26,345,Maj-NL,Pittsburgh,3,6,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,695257,0.333
Kenedy Corona,25,323,Maj-AL,Houston,3,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.5,0.0,0.5,685744,0.0
Carlos Correa,30,246,Maj-AL,"Houston,Minnesota",144,584,537,63,148,29,0,13,52,45,0,113,1,0,1,19,0,0,0.276,0.332,0.402,0.734,621043,0.276
Carlos Cortes,28,245,Maj-AL,Athletics,42,99,94,11,29,8,1,4,14,3,0,20,0,0,2,3,0,0,0.309,0.323,0.543,0.866,666126,0.309
Colton Cowser,25,245,Maj-AL,Baltimore,92,360,327,36,64,14,0,16,40,27,1,128,6,0,0,5,14,0,0.196,0.269,0.385,0.655,681297,0.196
J.P. Crawford,30,223,Maj-AL,Seattle,169,701,610,72,159,25,0,13,62,78,1,129,3,7,3,12,8,1,0.261,0.346,0.366,0.711,641487,0.261
Dylan Crews,23,245,Maj-NL,Washington,85,322,293,43,61,8,2,10,27,24,0,76,5,0,0,4,17,5,0.208,0.28,0.352,0.631,686611,0.208
Blaine Crim,28,245,"Maj-AL,Maj-NL","Colorado,Texas",20,74,65,10,13,2,0,5,12,6,0,28,1,0,2,0,0,0,0.2,0.27,0.462,0.732,688760,0.2
Jake Cronenworth,31,241,Maj-NL,San Diego,138,526,430,61,103,20,1,11,59,69,1,110,15,4,7,4,3,3,0.24,0.359,0.367,0.726,630105,0.24
Jimmy Crooks,23,245,Maj-NL,St. Louis,15,46,45,3,6,0,1,1,1,0,0,17,1,0,0,1,0,0,0.133,0.152,0.244,0.397,699625,0.133
Pete Crow-Armstrong,23,232,Maj-NL,Chicago,165,676,618,91,151,37,4,31,98,30,1,167,9,7,12,1,36,9,0.244,0.284,0.468,0.752,691718,0.244
Oneil Cruz,26,245,Maj-NL,Pittsburgh,135,544,471,62,94,18,3,20,61,64,4,174,4,0,5,6,38,5,0.2,0.298,0.378,0.676,665833,0.2
Travis d\'Arnaud,36,262,Maj-AL,Los Angeles,69,231,213,16,42,13,0,6,21,13,0,74,4,0,1,5,0,0,0.197,0.255,0.343,0.598,518595,0.197
Bobby Dalbec,30,394,Maj-AL,Chicago,7,21,18,2,4,1,0,0,1,3,0,6,0,0,0,1,0,0,0.222,0.333,0.278,0.611,666915,0.222
Logan Davidson,27,255,Maj-AL,"Athletics,Los Angeles",19,47,42,3,7,2,0,1,4,3,0,22,0,2,0,1,0,0,0.167,0.222,0.286,0.508,669722,0.167
Henry Davis,25,246,Maj-NL,Pittsburgh,87,283,252,25,42,7,0,7,22,18,0,76,5,3,3,2,2,1,0.167,0.234,0.278,0.512,680779,0.167
J.D. Davis,32,399,Maj-AL,Los Angeles,5,9,9,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.111,0.111,0.111,0.222,605204,0.111
Bryan De La Cruz,28,410,Maj-NL,Atlanta,16,50,47,1,9,1,0,0,0,3,0,18,0,0,0,1,1,0,0.191,0.24,0.213,0.453,650559,0.191
Elly De La Cruz,23,242,Maj-NL,Cincinnati,164,707,635,103,166,31,7,22,88,69,10,185,2,0,1,14,37,8,0.261,0.335,0.436,0.771,682829,0.261
Justin Dean,28,265,Maj-NL,Los Angeles,18,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,681909,0.0
Paul DeJong,31,247,Maj-NL,Washington,57,208,193,18,44,10,0,6,23,11,0,70,1,0,3,3,4,0,0.228,0.269,0.373,0.642,657557,0.228
Adrian Del Castillo,25,246,Maj-NL,Arizona,44,131,120,9,29,6,0,4,17,8,0,47,1,0,2,2,0,0,0.242,0.29,0.392,0.682,680728,0.242
Chase DeLauter,23,241,Maj-AL,Cleveland,2,7,6,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.167,0.286,0.167,0.452,800050,0.167
Jonny DeLuca,26,298,Maj-AL,Tampa Bay,20,59,57,5,19,1,3,0,4,2,0,13,0,0,0,0,6,0,0.333,0.356,0.456,0.812,676356,0.333
Cam Devanney,28,245,Maj-NL,Pittsburgh,14,38,36,1,5,1,0,0,1,2,0,21,0,0,0,1,0,1,0.139,0.184,0.167,0.351,687478,0.139
Rafael Devers,28,245,"Maj-AL,Maj-NL","Boston,San Francisco",163,729,607,99,153,33,0,35,109,112,10,192,6,0,4,16,1,1,0.252,0.372,0.479,0.851,646240,0.252
Zach Dezenzo,25,365,Maj-AL,Houston,34,109,98,17,24,6,0,2,10,11,0,37,0,0,0,2,1,0,0.245,0.321,0.367,0.688,701305,0.245
Elias D\xc3\xadaz,34,246,Maj-NL,San Diego,106,283,255,34,52,7,0,9,29,21,0,74,2,5,0,11,0,0,0.204,0.27,0.337,0.607,553869,0.204
Yainer Diaz,26,245,Maj-AL,Houston,143,567,542,56,139,25,1,20,70,20,2,95,2,0,3,13,1,1,0.256,0.284,0.417,0.701,673237,0.256
Yandy D\xc3\xadaz,33,246,Maj-AL,Tampa Bay,150,651,583,79,175,29,1,25,83,57,4,92,6,0,5,12,3,1,0.3,0.366,0.482,0.848,650490,0.3
