year,mlbam_id,name_savant,name_human,bbe,gb_rate,air_rate,fb_rate,ld_rate,pu_rate,pull_rate,straight_rate,oppo_rate,pull_gb_rate,straight_gb_rate,oppo_gb_rate,pull_air_rate,straight_air_rate,oppo_air_rate,snapshot_date
2022,665862,"Chisholm Jr., Jazz",Jazz Chisholm Jr.,148,0.4324324324324324,0.5675675675675675,0.2972972972972973,0.1891891891891892,0.081081081081081,0.5202702702702703,0.2837837837837837,0.1959459459459459,0.3108108108108108,0.0878378378378378,0.0337837837837837,0.2094594594594594,0.1959459459459459,0.1621621621621621,2026-06-05
2022,700250,"Rice, Ben",Ben Rice,152,0.4078947368421052,0.5921052631578947,0.2565789473684211,0.2894736842105263,0.0460526315789473,0.4671052631578947,0.3552631578947368,0.1776315789473684,0.2565789473684211,0.1447368421052631,0.006578947368421,0.2105263157894736,0.2105263157894736,0.1710526315789473,2026-06-05
2022,702332,"Durbin, Caleb",Caleb Durbin,150,0.5533333333333333,0.4466666666666666,0.16,0.2,0.0866666666666666,0.4133333333333333,0.3866666666666666,0.2,0.28,0.2066666666666666,0.0666666666666666,0.1333333333333333,0.18,0.1333333333333333,2026-06-05
2022,683002,"Henderson, Gunnar",Gunnar Henderson,191,0.4397905759162304,0.5602094240837696,0.2774869109947644,0.2146596858638743,0.0680628272251308,0.4345549738219895,0.3769633507853403,0.1884816753926701,0.1780104712041884,0.2303664921465968,0.031413612565445,0.256544502617801,0.1465968586387434,0.1570680628272251,2026-06-05
2022,641487,"Crawford, J.P.",J.P. Crawford,149,0.4765100671140939,0.5234899328859061,0.2214765100671141,0.2281879194630872,0.0738255033557047,0.3892617449664429,0.3288590604026846,0.2818791946308724,0.2550335570469799,0.1543624161073825,0.0671140939597315,0.134228187919463,0.174496644295302,0.2147651006711409,2026-06-05
2022,663728,"Raleigh, Cal",Cal Raleigh,106,0.2830188679245283,0.7169811320754716,0.4716981132075472,0.1320754716981132,0.1132075471698113,0.5094339622641509,0.2830188679245283,0.2075471698113207,0.1886792452830188,0.0754716981132075,0.0188679245283018,0.320754716981132,0.2075471698113207,0.1886792452830188,2026-06-05
2022,702284,"Young, Cole",Cole Young,173,0.3930635838150289,0.6069364161849711,0.2485549132947976,0.2369942196531791,0.1213872832369942,0.4624277456647399,0.3410404624277456,0.1965317919075144,0.2369942196531791,0.1156069364161849,0.0404624277456647,0.2254335260115607,0.2254335260115607,0.1560693641618497,2026-06-05
2022,664761,"Bohm, Alec",Alec Bohm,183,0.4808743169398907,0.5191256830601093,0.2185792349726776,0.2185792349726776,0.081967213114754,0.2622950819672131,0.5027322404371585,0.2349726775956284,0.1857923497267759,0.2622950819672131,0.0327868852459016,0.0765027322404371,0.2404371584699453,0.2021857923497267,2026-06-05
2022,656941,"Schwarber, Kyle",Kyle Schwarber,133,0.3007518796992481,0.6992481203007519,0.3834586466165413,0.2180451127819548,0.0977443609022556,0.5714285714285714,0.225563909774436,0.2030075187969924,0.2330827067669172,0.0526315789473684,0.0150375939849624,0.3383458646616541,0.1729323308270676,0.18796992481203,2026-06-05
2022,802415,"Simpson, Chandler",Chandler Simpson,208,0.5913461538461539,0.4086538461538462,0.1346153846153846,0.2307692307692307,0.0432692307692307,0.2740384615384615,0.3990384615384615,0.3269230769230769,0.2163461538461538,0.2403846153846154,0.1346153846153846,0.0576923076923077,0.1586538461538461,0.1923076923076923,2026-06-05
2022,686797,"Lee, Brooks",Brooks Lee,174,0.4195402298850574,0.5804597701149425,0.2586206896551724,0.2586206896551724,0.0632183908045977,0.4022988505747126,0.3218390804597701,0.2758620689655172,0.2068965517241379,0.160919540229885,0.0517241379310344,0.1954022988505747,0.160919540229885,0.2241379310344827,2026-06-05
2022,695734,"Lile, Daylen",Daylen Lile,203,0.3743842364532019,0.625615763546798,0.3448275862068966,0.2167487684729064,0.064039408866995,0.4236453201970443,0.2807881773399014,0.2955665024630542,0.2512315270935961,0.0985221674876847,0.0246305418719211,0.1724137931034482,0.1822660098522167,0.270935960591133,2026-06-05
2022,682928,"Abrams, CJ",CJ Abrams,176,0.3806818181818182,0.6193181818181819,0.2784090909090909,0.2386363636363636,0.1022727272727272,0.4488636363636363,0.3295454545454545,0.2215909090909091,0.2102272727272727,0.1534090909090909,0.0170454545454545,0.2386363636363636,0.1761363636363636,0.2045454545454545,2026-06-05
2022,696285,"Young, Jacob",Jacob Young,159,0.4025157232704403,0.5974842767295597,0.2641509433962264,0.270440251572327,0.0628930817610062,0.3647798742138364,0.3647798742138364,0.270440251572327,0.2075471698113207,0.1635220125786163,0.0314465408805031,0.1572327044025157,0.2012578616352201,0.2389937106918239,2026-06-05
2022,678662,"Tovar, Ezequiel",Ezequiel Tovar,150,0.38,0.6200000000000001,0.2933333333333333,0.2666666666666666,0.06,0.38,0.4,0.22,0.1666666666666666,0.1866666666666666,0.0266666666666666,0.2133333333333333,0.2133333333333333,0.1933333333333333,2026-06-05
2022,687859,"Johnston, Troy",Troy Johnston,154,0.3961038961038961,0.6038961038961038,0.2077922077922078,0.3636363636363636,0.0324675324675324,0.3636363636363636,0.4090909090909091,0.2272727272727272,0.1753246753246753,0.1623376623376623,0.0584415584415584,0.1883116883116883,0.2467532467532467,0.1688311688311688,2026-06-05
2022,650489,"Castro, Willi",Willi Castro,121,0.3884297520661157,0.6115702479338843,0.3388429752066115,0.2396694214876033,0.0330578512396694,0.4462809917355372,0.3223140495867768,0.2314049586776859,0.2066115702479339,0.140495867768595,0.0413223140495867,0.2396694214876033,0.1818181818181818,0.1900826446280991,2026-06-05
2022,666160,"Moniak, Mickey",Mickey Moniak,111,0.2972972972972973,0.7027027027027026,0.4054054054054054,0.1711711711711711,0.1261261261261261,0.5405405405405406,0.2882882882882883,0.1711711711711711,0.1891891891891892,0.0990990990990991,0.009009009009009,0.3513513513513513,0.1891891891891892,0.1621621621621621,2026-06-05
